date,time,lat,lon,LEVEL_FELONY,LEVEL_MISDEMEANOR,LEVEL_VIOLATION,zipcode
02/06/2017,23:25:00,40.875667043,-73.850813247,0,1,0,10469
02/06/2017,23:20:00,40.760399690999996,-73.989345547,1,0,0,10036
02/06/2017,23:19:00,40.83041377,-73.81574785800001,1,0,0,10465
02/06/2017,23:15:00,40.834954553,-73.878672765,0,1,0,10472
02/06/2017,23:10:00,40.753943789000004,-73.859369379,0,1,0,11368
01/31/2017,16:30:00,40.752139841,-73.94658777800001,1,0,0,11101
02/06/2017,23:05:00,40.734881973,-73.991990931,1,0,0,10003
02/06/2017,23:00:00,40.78984493,-73.95435437,0,1,0,10029
02/06/2017,23:00:00,40.597080466,-73.992875271,1,0,0,11214
02/06/2017,23:00:00,40.873021682,-73.855541472,0,0,1,10469
02/06/2017,23:00:00,40.632407353000005,-73.935583373,0,1,0,11210
02/06/2017,23:00:00,40.703131169,-73.909749318,0,1,0,11385
02/06/2017,23:00:00,40.686307690999996,-73.989379017,1,0,0,11201
02/06/2017,23:00:00,40.631918974,-74.08520705,0,1,0,10304
02/06/2017,22:50:00,40.678628617,-73.893706447,1,0,0,11207
02/06/2017,22:40:00,40.708580741,-73.799763277,0,1,0,11432
02/06/2017,22:34:00,40.782556153,-73.976905979,0,1,0,10024
02/06/2017,22:30:00,40.751600255,-73.992046671,0,1,0,10001
02/06/2017,22:30:00,40.711842747,-73.99912852899999,1,0,0,10038
02/06/2017,22:30:00,40.668146816,-73.978895747,1,0,0,11215
02/06/2017,22:00:00,40.84032964,-73.89964259899999,0,0,1,10457
02/06/2017,22:00:00,40.711842747,-73.99912852899999,0,1,0,10038
02/06/2017,22:00:00,40.599867051,-73.957545128,0,1,0,11229
02/06/2017,22:00:00,40.682146588,-73.873859827,0,1,0,11208
02/06/2017,22:00:00,40.688201456,-73.988084228,0,1,0,11201
01/31/2017,16:30:00,40.838529937,-73.926186265,0,1,0,10452
02/06/2017,22:00:00,40.818297945,-73.869609545,0,1,0,10473
02/06/2017,22:00:00,40.715957116999995,-73.997353676,0,1,0,10013
02/06/2017,22:00:00,40.725670975,-73.944036599,0,0,1,11222
02/06/2017,22:00:00,40.641432408,-74.017819698,0,1,0,11220
02/06/2017,22:00:00,40.741506303,-73.97973860100001,1,0,0,10016
02/06/2017,22:00:00,40.661520883,-73.734391233,1,0,0,11422
02/06/2017,22:00:00,40.883379623,-73.859554874,0,1,0,10467
02/06/2017,21:35:00,40.662951468,-73.875572195,1,0,0,11208
02/06/2017,21:30:00,40.832034391,-73.91589468,1,0,0,10456
02/06/2017,21:30:00,40.602937382,-73.96226796399999,0,1,0,11223
02/06/2017,21:30:00,40.848754038,-73.865465435,0,1,0,10462
02/06/2017,21:25:00,40.818769505,-73.8202348,0,0,1,10465
02/06/2017,21:20:00,40.619818534000004,-73.912923767,1,0,0,11234
02/06/2017,21:15:00,40.890530175,-73.83513001899999,0,1,0,10466
02/06/2017,21:10:00,40.643794326999995,-73.949795061,0,0,1,11226
02/06/2017,21:00:00,40.764243074,-73.805346569,1,0,0,11358
02/06/2017,21:00:00,40.684881827,-73.979546676,1,0,0,11217
02/06/2017,21:00:00,40.87864856,-73.824083214,0,0,1,10475
02/06/2017,21:00:00,40.866062945,-73.91929717800001,1,0,0,10034
02/06/2017,21:00:00,40.866062945,-73.91929717800001,1,0,0,10034
02/05/2017,23:00:00,40.710376497,-74.011233689,0,1,0,10007
02/06/2017,21:00:00,40.60364413,-73.966581859,0,1,0,11223
02/06/2017,21:00:00,40.748357243,-73.826451959,1,0,0,11355
