date,time,lat,lon,LEVEL_FELONY,LEVEL_MISDEMEANOR,LEVEL_VIOLATION,zipcode
08/01/2017,13:15:00,40.616624026,-73.97674006,0,0,1,11204
08/01/2017,13:15:00,40.701814775,-73.897917999,0,0,1,11385
08/01/2017,13:10:00,40.687408886,-73.791248699,0,1,0,11436
08/01/2017,13:07:00,40.826159408,-73.8776554,0,1,0,10472
08/01/2017,13:05:00,40.836630355,-73.885536048,0,1,0,10459
08/01/2017,13:05:00,40.689016177,-73.984135667,1,0,0,11240
08/01/2017,13:05:00,40.689016177,-73.984135667,0,1,0,11240
08/01/2017,13:00:00,40.734268996,-73.983551174,0,0,1,10009
08/01/2017,13:00:00,40.884949298,-73.898573477,0,0,1,10463
08/01/2017,13:00:00,40.748011100999996,-73.865185265,1,0,0,11372
08/01/2017,13:00:00,40.742237851999995,-73.991192516,0,1,0,10072
08/01/2017,13:00:00,40.552337515,-74.156884563,0,0,1,10308
08/01/2017,13:00:00,40.705340265,-73.964002557,0,1,0,11211
08/01/2017,09:30:00,40.741958599,-73.934124187,0,0,1,11101
08/01/2017,13:00:00,40.603000844,-73.973230022,0,1,0,11223
08/01/2017,13:00:00,40.569611937,-74.10815662899999,0,1,0,10306
08/01/2017,13:00:00,40.818516792,-73.89588197,0,0,1,10459
08/01/2017,13:00:00,40.749826363000004,-73.936455137,0,1,0,11101
08/01/2017,13:00:00,40.848803872,-73.914940931,0,1,0,10453
08/01/2017,13:00:00,40.663452991999996,-73.944957475,0,0,1,11225
08/01/2017,13:00:00,40.794604263000004,-73.94781415,0,1,0,10026
08/01/2017,12:53:00,40.717875631999995,-73.99512060800001,1,0,0,10013
08/01/2017,12:50:00,40.815007337,-73.894016088,0,1,0,10474
08/01/2017,12:50:00,40.839286926999996,-73.917284131,0,1,0,10452
08/01/2017,12:50:00,40.747754142,-73.71070405399999,0,1,0,11004
08/01/2017,12:45:00,40.857878198,-73.866115757,1,0,0,10467
08/01/2017,12:44:00,40.745556093000005,-73.820107546,1,0,0,11355
08/01/2017,12:40:00,40.581612621,-73.83076972,1,0,0,11694
08/01/2017,12:40:00,40.72347155,-73.986862121,1,0,0,10003
08/01/2017,12:40:00,40.627977649,-73.947101435,1,0,0,11210
08/01/2017,12:40:00,40.677899867,-73.984282521,0,0,1,11217
08/01/2017,12:35:00,40.645613749,-73.920039477,1,0,0,11212
08/01/2017,12:35:00,40.701557457,-74.01232137699999,0,1,0,10005
08/01/2017,12:30:00,40.709438277,-73.996304309,0,1,0,10015
08/01/2017,12:30:00,40.709438277,-73.996304309,0,1,0,10015
08/01/2017,12:30:00,40.792998979000004,-73.972857487,0,1,0,10024
08/01/2017,12:30:00,40.623978174,-74.159967261,0,1,0,10303
08/01/2017,12:30:00,40.866672993,-73.864424076,1,0,0,10467
08/01/2017,12:30:00,40.668482524,-73.961088182,0,1,0,11238
08/01/2017,12:30:00,40.837916773,-73.938344207,0,1,0,10032
08/01/2017,12:25:00,40.817108446999995,-73.90507152800001,0,1,0,10455
08/01/2017,12:25:00,40.621162909,-73.988135817,0,1,0,11204
08/01/2017,12:20:00,40.688573397,-73.930181661,1,0,0,11221
08/01/2017,12:20:00,40.831494004,-73.862056588,0,0,1,10472
08/01/2017,12:15:00,40.827819901,-73.925930756,0,1,0,10451
08/01/2017,12:15:00,40.718188636,-74.000762616,0,1,0,10013
08/01/2017,12:15:00,40.847050087,-73.895045751,0,1,0,10457
08/01/2017,12:15:00,40.712229008,-73.98683547899999,0,1,0,10002
08/01/2017,12:12:00,40.643088354,-73.988845388,1,0,0,11218
08/01/2017,12:06:00,40.848308994,-73.90342578,0,1,0,10457
08/01/2017,12:05:00,40.813802944,-73.847902867,1,0,0,10473
08/01/2017,12:05:00,40.813802944,-73.847902867,1,0,0,10473
08/01/2017,12:00:00,40.878205593000004,-73.866248399,1,0,0,10467
08/01/2017,12:00:00,40.666464661999996,-73.904103595,1,0,0,11212
08/01/2017,12:00:00,40.693898892,-73.93600358,1,0,0,11221
08/01/2017,12:00:00,40.65845582,-73.915129569,0,0,1,11212
08/01/2017,12:00:00,40.801287255,-73.936073714,0,1,0,10035
08/01/2017,12:00:00,40.874309431,-73.910077449,0,1,0,10463
08/01/2017,12:00:00,40.813774094,-73.955985313,0,1,0,10115
08/01/2017,12:00:00,40.74684099,-73.85326352,1,0,0,11368
08/01/2017,12:00:00,40.829959123,-73.948010459,1,0,0,10031
08/01/2017,12:00:00,40.725890366,-74.003883499,0,1,0,10012
08/01/2017,12:00:00,40.680248327,-73.841483415,0,1,0,11417
08/01/2017,11:59:00,40.834689337,-73.944425532,0,1,0,10039
08/01/2017,11:58:00,40.813802944,-73.847902867,0,1,0,10473
08/01/2017,11:55:00,40.718188636,-74.000762616,0,1,0,10013
08/01/2017,11:55:00,40.839602383,-73.93901846600001,0,0,1,10032
08/01/2017,11:53:00,40.65827331,-73.95037164899999,1,0,0,11225
08/01/2017,11:52:00,40.668608645999996,-73.895027337,0,1,0,11207
08/01/2017,11:50:00,40.664872739,-73.904163557,0,0,1,11212
08/01/2017,11:45:00,40.861357899,-73.89773096100001,0,1,0,10458
08/01/2017,11:45:00,40.813503978,-73.953109859,0,0,1,10027
08/01/2017,11:45:00,40.618495352,-73.992700088,1,0,0,11204
08/01/2017,11:44:00,40.828338229,-73.882468072,1,0,0,10459
08/01/2017,11:37:00,40.692403887,-73.990070406,0,1,0,11201
08/01/2017,11:36:00,40.757446103,-73.97168081699999,0,1,0,10022
08/01/2017,11:30:00,40.607603626,-74.121046597,0,1,0,10310
08/01/2017,11:30:00,40.607603626,-74.121046597,0,1,0,10310
08/01/2017,11:30:00,40.745098591,-73.97662303199999,0,1,0,10016
08/01/2017,11:30:00,40.749142075,-73.862974197,0,1,0,11368
08/01/2017,11:30:00,40.8441566,-73.900605449,0,0,1,10457
08/01/2017,11:30:00,40.670199577,-73.939339168,0,1,0,11213
08/01/2017,11:25:00,40.827313476,-73.878874593,0,1,0,10472
08/01/2017,11:25:00,40.765024079,-73.98483595,0,1,0,10082
08/01/2017,11:17:00,40.733670229,-73.980884807,0,1,0,10009
08/01/2017,11:15:00,40.612613626999995,-74.083122217,0,1,0,10304
