date,time,lat,lon,LEVEL_FELONY,LEVEL_MISDEMEANOR,LEVEL_VIOLATION
05/01/2017,20:00:00,40.715159693000004,-73.959957108,0,1,0
05/01/2017,20:00:00,40.777214381,-73.956211673,1,0,0
05/01/2017,20:00:00,40.873068939,-73.87484997600001,0,1,0
05/01/2017,20:00:00,40.751602708,-73.972383495,0,0,1
05/01/2017,20:00:00,40.819293566999995,-73.924025399,0,1,0
05/01/2017,20:00:00,40.700834238,-73.910311435,0,1,0
05/01/2017,20:00:00,40.62700456,-73.924817084,0,1,0
05/01/2017,20:00:00,40.643272298,-73.962890162,0,1,0
05/01/2017,19:45:00,40.703555009,-73.960469008,0,1,0
05/01/2017,19:40:00,40.695499696,-73.98713449,0,1,0
05/01/2017,19:30:00,40.83797773,-73.88525545600001,1,0,0
05/01/2017,19:30:00,40.675032136999995,-73.737390959,0,0,1
05/01/2017,19:30:00,40.806538101,-73.918910596,0,1,0
05/01/2017,19:28:00,40.694542299999995,-73.99336251,0,1,0
05/01/2017,19:15:00,40.817296055999996,-73.957272757,1,0,0
05/01/2017,19:15:00,40.85168795,-73.828127057,1,0,0
05/01/2017,19:00:00,40.640912811,-74.082591759,0,0,1
05/01/2017,19:00:00,40.726332336999995,-74.000434393,1,0,0
05/01/2017,19:00:00,40.596274201,-73.75413145600001,0,1,0
05/01/2017,19:00:00,40.71089545,-74.009062336,0,1,0
05/01/2017,19:00:00,40.894729498000004,-73.860037277,0,1,0
05/01/2017,19:00:00,40.672391434,-73.892577219,0,0,1
05/01/2017,19:00:00,40.875686669000004,-73.874197787,0,1,0
05/01/2017,19:00:00,40.763320339,-73.973717904,1,0,0
05/01/2017,19:00:00,40.720949822,-73.899385841,1,0,0
05/01/2017,19:00:00,40.65402304,-73.92720850399999,0,1,0
05/01/2017,18:56:00,40.672161383,-73.94332806199999,0,1,0
05/01/2017,18:52:00,40.695834991,-73.855377235,0,1,0
05/01/2017,18:30:00,40.658622492,-73.837761183,0,1,0
05/01/2017,18:00:00,40.69027156,-73.859997682,0,1,0
05/01/2017,18:00:00,40.814808563,-73.95522957899999,0,1,0
05/01/2017,18:00:00,40.774773578,-73.986295984,0,1,0
05/01/2017,18:00:00,40.704709981,-73.863047491,0,1,0
05/01/2017,18:00:00,40.810525102,-73.910048027,0,1,0
05/01/2017,18:00:00,40.774773578,-73.986295984,0,1,0
05/01/2017,17:45:00,40.866643118,-73.83514947,0,0,1
05/01/2017,17:30:00,40.869973418,-73.84994741199999,0,1,0
05/01/2017,17:30:00,40.819215856999996,-73.94703614,0,1,0
05/01/2017,17:15:00,40.819023575,-73.848028226,0,0,1
05/01/2017,17:12:00,40.784300232,-73.970069715,1,0,0
05/01/2017,17:10:00,40.73563375,-73.98860618,0,1,0
05/01/2017,17:00:00,40.676760143,-73.885860907,0,1,0
05/01/2017,17:00:00,40.680347223000005,-73.930035241,0,1,0
05/01/2017,17:00:00,40.813354964,-73.925516954,0,1,0
05/01/2017,17:00:00,40.668598196,-73.889724755,0,0,1
05/01/2017,17:00:00,40.862543023,-73.897071158,0,0,1
05/01/2017,17:00:00,40.796790443,-73.93940440600001,0,1,0
05/01/2017,16:45:00,40.799118631999995,-73.96855692300001,1,0,0
05/01/2017,16:40:00,40.650815388000005,-73.949573551,1,0,0
05/01/2017,16:39:00,40.810653036,-73.902002927,0,1,0
05/01/2017,16:30:00,40.753799821,-73.978558209,0,0,1
05/01/2017,16:30:00,40.704280149,-73.811414993,0,1,0
05/01/2017,16:15:00,40.757011426999995,-73.926103339,0,0,1
05/01/2017,16:10:00,40.682629784,-73.919941011,0,1,0
05/01/2017,16:00:00,40.743686429,-73.984916591,1,0,0
05/01/2017,16:00:00,40.690417898,-73.903596768,1,0,0
05/01/2017,16:00:00,40.860500578,-73.89663688600001,1,0,0
05/01/2017,16:00:00,40.756247316999996,-73.933348451,0,1,0
05/01/2017,16:00:00,40.724991611,-73.982799432,0,1,0
05/01/2017,16:00:00,40.72445459,-73.99122733600001,1,0,0
05/01/2017,16:00:00,40.815913077,-73.945149307,0,1,0
05/01/2017,16:00:00,40.815913077,-73.945149307,0,1,0
05/01/2017,15:30:00,40.882810081,-73.897325476,1,0,0
05/01/2017,15:30:00,40.835769224,-73.90439803,0,1,0
05/01/2017,15:30:00,40.877852325999996,-73.87178898100001,0,1,0
05/01/2017,15:30:00,40.816088874,-73.917688689,0,1,0
05/01/2017,15:00:00,40.873068939,-73.87484997600001,0,1,0
05/01/2017,15:00:00,40.839592232,-73.926329648,0,1,0
05/01/2017,15:00:00,40.707401268000005,-73.905386456,0,1,0
05/01/2017,14:57:00,40.802023496,-73.91206416600001,0,1,0
05/01/2017,14:30:00,40.704785627,-73.963382502,0,1,0
05/01/2017,14:30:00,40.753318673,-73.920379411,0,1,0
05/01/2017,14:00:00,40.623226819,-74.149226973,0,1,0
05/01/2017,14:00:00,40.669236478,-73.921687386,1,0,0
05/01/2017,13:40:00,40.71225172,-73.887574836,0,0,1
05/01/2017,13:30:00,40.791151866999996,-73.884371919,0,1,0
05/01/2017,13:30:00,40.706065014,-73.96442055199999,1,0,0
05/01/2017,13:15:00,40.676558911,-73.768375242,0,0,1
05/01/2017,13:00:00,40.620836765,-73.994619791,0,1,0
05/01/2017,13:00:00,40.659763694,-73.906272191,0,1,0
05/01/2017,13:00:00,40.746754576,-73.981588414,1,0,0
05/01/2017,13:00:00,40.846057563,-73.862149277,0,1,0
05/01/2017,13:00:00,40.868587481,-73.88331168100001,0,1,0
05/01/2017,13:00:00,40.76167643,-73.996297803,0,0,1
05/01/2017,12:35:00,40.699838371999995,-73.90086388600001,0,1,0
05/01/2017,12:30:00,40.724597555,-74.00469517399999,0,0,1
05/01/2017,12:30:00,40.862425541,-73.897678704,1,0,0
05/01/2017,12:01:00,40.590016435,-74.07401719100001,0,1,0
05/01/2017,12:00:00,40.809628853,-73.941975579,1,0,0
05/01/2017,12:00:00,40.638634137,-73.928983621,1,0,0
05/01/2017,12:00:00,40.875155764,-73.886286934,0,1,0
05/01/2017,12:00:00,40.791261251,-73.947968449,0,0,1
05/01/2017,12:00:00,40.60038928,-73.755704381,0,1,0
05/01/2017,11:54:00,40.795780139,-73.965401925,0,0,1
05/01/2017,11:45:00,40.753799821,-73.978558209,0,1,0
05/01/2017,11:40:00,40.720199996,-73.988735082,0,1,0
05/01/2017,11:18:00,40.824941458000005,-73.878322473,0,1,0
05/01/2017,11:10:00,40.825291811999996,-73.917540002,0,1,0
05/01/2017,11:00:00,40.60306405,-74.008244625,0,1,0
05/01/2017,11:00:00,40.63569371,-74.01294694,0,1,0
05/01/2017,10:41:00,40.659502392,-73.94904797,0,1,0
05/01/2017,10:30:00,40.796432051,-73.96121204,0,1,0
05/01/2017,10:00:00,40.723617772,-73.99999062399999,1,0,0
05/01/2017,10:00:00,40.654036435,-73.88345629199999,1,0,0
05/01/2017,10:00:00,40.770222217,-73.92663383,0,1,0
05/01/2017,10:00:00,40.770828489,-73.926138552,0,1,0
05/01/2017,10:00:00,40.825643273000004,-73.945506226,0,1,0
04/29/2017,11:06:00,40.611396432,-73.98398843300001,0,1,0
05/01/2017,10:00:00,40.827514513000004,-73.944131616,0,1,0
05/01/2017,10:00:00,40.695229204,-73.83747015899999,0,1,0
05/01/2017,10:00:00,40.639339455,-74.003777568,1,0,0
05/01/2017,10:00:00,40.602144472,-74.009188017,0,1,0
05/01/2017,10:00:00,40.705964013,-73.903289352,1,0,0
05/01/2017,10:00:00,40.82681201,-73.920923807,0,1,0
05/01/2017,09:50:00,40.73864464,-73.98759166399999,0,1,0
05/01/2017,09:22:00,40.776139148,-73.977872229,0,1,0
05/01/2017,09:00:00,40.836558778000004,-73.818950793,0,1,0
05/01/2017,09:00:00,40.707097978,-73.945714943,0,1,0
05/01/2017,09:00:00,40.634414211999996,-74.118962304,0,1,0
05/01/2017,09:00:00,40.612105147,-73.955041364,0,1,0
05/01/2017,09:00:00,40.636958626,-74.029964371,0,1,0
05/01/2017,08:20:00,40.660012564,-73.987645934,0,1,0
05/01/2017,08:00:00,40.703968961,-73.940206502,0,1,0
05/01/2017,08:00:00,40.770348991,-73.87596723600001,1,0,0
05/01/2017,08:00:00,40.746784939,-73.982685537,1,0,0
05/01/2017,08:00:00,40.678429195,-73.878056205,1,0,0
05/01/2017,07:20:00,40.596943956,-73.95094296,1,0,0
05/01/2017,07:00:00,40.682503738,-73.924311038,0,1,0
05/01/2017,07:00:00,40.592121935,-73.946136065,0,1,0
05/01/2017,05:00:00,40.843383712,-73.90859766300001,0,1,0
05/01/2017,04:00:00,40.877206987,-73.855257558,0,0,1
05/01/2017,03:00:00,40.689661048000005,-73.953294304,1,0,0
05/01/2017,02:45:00,40.793955312,-73.951357583,0,1,0
05/01/2017,02:16:00,40.668426004000004,-73.835228429,1,0,0
05/01/2017,02:10:00,40.8313939,-73.935715955,0,1,0
05/01/2017,01:00:00,40.676871375,-73.909034971,1,0,0
05/01/2017,01:00:00,40.839517869,-73.888415067,0,1,0
05/01/2017,00:40:00,40.818945624,-73.864777825,0,1,0
05/01/2017,00:15:00,40.727138212,-73.98419514300001,0,1,0
05/01/2017,00:15:00,40.654875815,-73.925874088,0,1,0
05/01/2017,00:01:00,40.834109718,-73.864371178,0,1,0
04/30/2017,23:30:00,40.668219951,-73.938133382,0,1,0
04/30/2017,23:00:00,40.693777815,-73.907324243,0,0,1
04/30/2017,22:22:00,40.755936991,-73.992598403,1,0,0
04/30/2017,22:00:00,40.789310287,-73.97383765100001,1,0,0
04/30/2017,21:00:00,40.747762941,-73.823699805,0,1,0
04/30/2017,20:30:00,40.689048256,-73.958616984,0,1,0
04/30/2017,20:23:00,40.602268053,-73.753752865,0,1,0
04/30/2017,20:00:00,40.863279019000004,-73.900678098,0,1,0
04/30/2017,20:00:00,40.86607576,-73.894375787,0,0,1
04/30/2017,19:00:00,40.826350847,-73.906207373,0,1,0
04/30/2017,18:15:00,40.793309296,-73.96349994399999,1,0,0
04/30/2017,18:00:00,40.859438284,-73.89351508899999,1,0,0
04/30/2017,17:43:00,40.680498195,-73.951357412,0,0,1
04/30/2017,17:15:00,40.752264448000005,-73.991559338,1,0,0
04/30/2017,16:30:00,40.790601054,-73.939363092,1,0,0
04/30/2017,15:00:00,40.687761639,-73.982902785,1,0,0
04/30/2017,15:00:00,40.693902413,-73.955040303,0,1,0
04/30/2017,15:00:00,40.8313939,-73.935715955,0,1,0
04/30/2017,14:00:00,40.660003935,-73.961186838,0,1,0
04/30/2017,12:30:00,40.743615663,-73.990513877,0,0,1
04/30/2017,12:24:00,40.761233678,-73.98553710899999,1,0,0
04/30/2017,12:00:00,40.858765776,-73.864653484,1,0,0
04/30/2017,12:00:00,40.832533735,-73.919467937,1,0,0
04/30/2017,12:00:00,40.826828682,-73.9253465,0,0,1
04/30/2017,11:00:00,40.813942759,-73.952199167,0,0,1
04/30/2017,11:00:00,40.831125121,-73.946900184,1,0,0
04/30/2017,10:55:00,40.830307135,-73.897869024,0,1,0
04/30/2017,10:00:00,40.857238279,-73.936088623,1,0,0
04/30/2017,10:00:00,40.716516463000005,-73.876265816,1,0,0
04/30/2017,06:10:00,40.644886754,-73.902714837,0,0,1
04/30/2017,05:00:00,40.815795526,-73.885864513,0,1,0
04/30/2017,04:00:00,40.806108806,-73.939428433,1,0,0
04/30/2017,04:00:00,40.832895381,-73.926716496,0,1,0
04/30/2017,02:33:00,40.737844353,-73.874750331,0,1,0
04/30/2017,02:30:00,40.591227619,-73.983705222,1,0,0
04/30/2017,02:00:00,40.747729682,-73.986839293,1,0,0
04/30/2017,02:00:00,40.692227865,-73.789275531,0,0,1
04/30/2017,00:19:00,40.87187958,-73.879151375,0,1,0
04/30/2017,00:01:00,40.678660574,-73.912057378,0,1,0
04/30/2017,00:01:00,40.725999935,-73.991865723,1,0,0
04/29/2017,23:20:00,40.730098098,-74.00321264,0,1,0
