zipcode,type,count
10030,Seafood,21
10030,Soul Food,24
10031,American,128
10031,Asian,23
10031,Bakery,42
10031,Caf̩/Coffee/Tea,39
10031,Caribbean,26
10031,Chicken,34
10031,Chilean,12
10031,Chinese,107
10031,Donuts,7
10031,Ethiopian,6
10031,Hamburgers,24
10031,Indian,13
10031,Italian,54
10031,Japanese,7
10031,"Juice, Smoothies, Fruit Salads",14
10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",62
10031,Mexican,88
10031,Middle Eastern,11
10031,Pizza,37
10031,Pizza/Italian,33
10031,Sandwiches,18
10031,Sandwiches/Salads/Mixed Buffet,6
10031,Seafood,3
10031,Spanish,71
10031,Tex-Mex,18
10032,American,199
10032,Bagels/Pretzels,8
10032,Bakery,67
10032,Barbecue,8
10032,Caf̩/Coffee/Tea,34
10032,Chicken,24
10032,Chinese,118
10032,Chinese/Cuban,9
10032,Delicatessen,18
10032,Donuts,16
10032,Hamburgers,7
10032,Italian,4
10032,Korean,6
10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",184
10032,Mexican,52
10032,Pizza,63
10032,Pizza/Italian,9
10032,Sandwiches/Salads/Mixed Buffet,22
10032,Seafood,40
10032,Spanish,70
10032,Tex-Mex,6
10032,Thai,15
10033,American,86
10033,Bakery,59
10033,Caf̩/Coffee/Tea,10
10033,Chicken,13
10033,Chinese,88
10033,Chinese/Cuban,13
10033,Delicatessen,22
10033,Donuts,39
10033,French,2
10033,Hamburgers,21
10033,"Ice Cream, Gelato, Yogurt, Ices",5
10033,Irish,8
10033,Italian,10
10033,Japanese,12
10033,Jewish/Kosher,31
10033,"Juice, Smoothies, Fruit Salads",24
10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",135
10033,Mediterranean,2
10033,Mexican,23
10033,Pizza,88
10033,Pizza/Italian,9
10033,Sandwiches,14
10033,Sandwiches/Salads/Mixed Buffet,9
10033,Seafood,8
10033,Spanish,106
10033,Tapas,12
10033,Tex-Mex,1
10033,Thai,3
10033,Vegetarian,2
10034,American,176
10034,Armenian,6
10034,Bakery,22
10034,"Bottled beverages, including water, sodas, juices, etc.",18
10034,Caf̩/Coffee/Tea,21
10034,Chicken,22
10034,Chinese,44
10034,Chinese/Cuban,4
10034,Donuts,13
10034,Eastern European,3
10034,Greek,3
10034,Hamburgers,10
10034,Hotdogs,2
10034,Irish,12
10034,Italian,20
10034,Japanese,13
10034,"Juice, Smoothies, Fruit Salads",15
10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",225
10034,Mexican,77
10034,Pizza,39
10034,Pizza/Italian,14
10034,Sandwiches,4
10034,Seafood,10
10034,Spanish,60
10034,Tex-Mex,12
10034,Thai,9
10035,African,8
10035,American,106
10035,Bagels/Pretzels,16
10035,Bakery,15
10035,Caf̩/Coffee/Tea,7
10035,Caribbean,57
10035,Chicken,27
10035,Chinese,78
10035,Delicatessen,10
10035,Donuts,20
10035,Hamburgers,26
10035,"Ice Cream, Gelato, Yogurt, Ices",2
10035,Indian,10
10035,Italian,19
10035,Japanese,10
10035,"Juice, Smoothies, Fruit Salads",1
10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",32
10035,Mexican,34
10035,Pancakes/Waffles,7
10035,Pizza,37
10035,Pizza/Italian,2
10035,Salads,7
10035,Sandwiches,29
10035,Soul Food,15
10035,Spanish,59
10035,Tapas,1
10035,Thai,11
10036,American,1778
10036,Armenian,5
10036,Asian,76
10036,Bakery,37
10036,Barbecue,27
10036,Basque,2
10036,"Bottled beverages, including water, sodas, juices, etc.",5
10036,Brazilian,40
10036,Caf̩/Coffee/Tea,219
10036,Chicken,29
10036,Chinese,116
10036,Continental,15
10036,Delicatessen,149
10036,Donuts,49
10036,Egyptian,9
10036,English,5
10036,Ethiopian,28
10036,French,75
10036,Greek,24
10036,Hamburgers,86
10036,Hotdogs,5
10036,Hotdogs/Pretzels,15
10036,"Ice Cream, Gelato, Yogurt, Ices",25
10036,Indian,31
10036,Irish,111
10036,Italian,319
10036,Japanese,136
10036,Jewish/Kosher,33
10036,"Juice, Smoothies, Fruit Salads",24
10036,Korean,33
10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",78
10036,Mediterranean,60
10036,Mexican,152
10036,Middle Eastern,12
10036,Moroccan,10
10036,Other,27
10036,Peruvian,18
10036,Pizza,105
10036,Pizza/Italian,72
10036,Sandwiches,50
10036,Sandwiches/Salads/Mixed Buffet,96
10036,Seafood,19
10036,Soups & Sandwiches,9
10036,Southwestern,2
10036,Spanish,38
10036,Steak,47
10036,Tex-Mex,28
10036,Thai,131
10036,Turkish,30
10036,Vietnamese/Cambodian/Malaysia,2
10037,African,9
10037,American,68
10037,Bakery,8
10037,Barbecue,8
10037,Caribbean,6
10037,Chicken,15
10037,Chinese,23
10037,Donuts,3
10037,French,4
10037,"Juice, Smoothies, Fruit Salads",7
10037,Pizza/Italian,6
10037,Sandwiches,11
10037,Seafood,12
10037,Soul Food,23
10037,Spanish,16
10038,American,413
10038,Asian,54
10038,Australian,8
10038,Bagels/Pretzels,31
10038,Bakery,65
10038,"Bottled beverages, including water, sodas, juices, etc.",11
10038,Caf̩/Coffee/Tea,108
10038,Chicken,18
10038,Chinese,116
10038,Chinese/Japanese,3
10038,Continental,6
10038,Delicatessen,26
10038,Donuts,17
10038,French,19
10038,Greek,9
10038,Hamburgers,13
10038,Hawaiian,4
10038,Indian,25
10038,Irish,36
10038,Italian,67
10038,Japanese,55
10038,Jewish/Kosher,11
10038,"Juice, Smoothies, Fruit Salads",36
10038,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
10038,Mediterranean,10
10038,Mexican,21
10038,Other,2
10038,Pizza,35
10038,Pizza/Italian,18
10038,Russian,13
10038,Salads,7
10038,Sandwiches,53
10038,Sandwiches/Salads/Mixed Buffet,7
10038,Seafood,16
10038,Spanish,17
10038,Steak,8
10038,Thai,38
10038,Vegetarian,9
10039,American,25
10039,Caf̩/Coffee/Tea,6
10039,Caribbean,29
10039,Chicken,27
10039,Chinese,44
10039,Donuts,8
10039,Ethiopian,2
10039,Hamburgers,17
10039,Indian,15
10039,"Juice, Smoothies, Fruit Salads",15
10039,Other,3
10039,Pizza,22
10039,Pizza/Italian,14
10039,Sandwiches,6
10039,Seafood,1
10039,Soups & Sandwiches,12
10039,Tapas,2
10040,American,78
10040,Bakery,61
10040,"Bottled beverages, including water, sodas, juices, etc.",11
10040,Caf̩/Coffee/Tea,9
10040,Chicken,22
10040,Chinese,33
10040,Chinese/Cuban,7
10040,Donuts,12
10040,Indian,14
10040,"Juice, Smoothies, Fruit Salads",5
10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",104
10040,Mexican,12
10040,Pizza,39
10040,Sandwiches,2
10040,Seafood,2
10040,Spanish,113
10040,Tapas,14
10040,Tex-Mex,6
10044,American,9
10044,Caf̩/Coffee/Tea,4
10044,Chinese,6
10044,Japanese,8
10044,Pizza/Italian,8
10044,Sandwiches,9
10048,American,4
10055,American,2
10057,American,7
10065,American,405
10065,Asian,33
10065,Bagels/Pretzels,37
10065,Bakery,22
10065,Barbecue,8
10065,Caf̩/Coffee/Tea,96
10065,Chicken,13
10065,Chinese,21
10065,Delicatessen,39
10065,Donuts,24
10065,French,109
10065,Greek,17
10065,Hamburgers,11
10065,"Ice Cream, Gelato, Yogurt, Ices",32
10065,Indian,37
10065,Italian,138
10065,Japanese,66
10065,Jewish/Kosher,8
10065,"Juice, Smoothies, Fruit Salads",12
10065,Korean,13
10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",37
10065,Mediterranean,21
10065,Mexican,10
10065,Moroccan,6
10065,Other,1
10065,Pizza,53
10065,Pizza/Italian,34
10065,Salads,1
10065,Sandwiches,21
10065,Seafood,4
10065,Soups & Sandwiches,5
10065,Steak,5
10065,Tapas,15
10065,Tex-Mex,25
10065,Thai,35
10065,Vegetarian,3
10069,American,21
10069,Japanese,7
10075,American,172
10075,Asian,9
10075,Bagels/Pretzels,35
10075,Bakery,15
10075,Barbecue,5
10075,Caf̩/Coffee/Tea,58
10075,Chinese,20
10075,Chinese/Japanese,8
10075,Delicatessen,8
10075,Donuts,9
10075,French,13
10075,Greek,19
10075,"Ice Cream, Gelato, Yogurt, Ices",8
10075,Italian,105
10075,Japanese,56
10075,Jewish/Kosher,16
10075,"Juice, Smoothies, Fruit Salads",2
10075,Mediterranean,20
10075,Mexican,14
10075,Middle Eastern,2
10075,Pizza,30
10075,Pizza/Italian,26
10075,Salads,7
10075,Sandwiches,9
10075,Seafood,6
10075,Tapas,12
10075,Tex-Mex,13
10075,Thai,12
10075,Vegetarian,7
10103,Caf̩/Coffee/Tea,3
10103,Sandwiches,5
10104,American,20
10104,Caf̩/Coffee/Tea,4
10104,Italian,10
10104,Mexican,3
10105,American,13
10105,Caf̩/Coffee/Tea,4
10106,American,2
10106,Italian,5
10107,Caf̩/Coffee/Tea,7
10110,"Juice, Smoothies, Fruit Salads",7
10111,American,15
10111,French,12
10111,Mediterranean,4
10112,American,29
10112,Bakery,3
10112,Caf̩/Coffee/Tea,7
10112,Delicatessen,9
10112,Donuts,8
10112,Italian,6
10112,Mediterranean,2
10112,Sandwiches,5
10112,Sandwiches/Salads/Mixed Buffet,26
10112,Soups & Sandwiches,8
10112,Southwestern,8
10118,American,12
10118,Caf̩/Coffee/Tea,6
10118,Japanese,3
10118,Mexican,14
10118,Salads,1
10119,American,21
10119,Bakery,4
10119,Caf̩/Coffee/Tea,19
10119,Italian,15
10119,"Juice, Smoothies, Fruit Salads",3
10119,Mexican,16
10119,Not Listed/Not Applicable,2
10119,Pizza,6
10119,Sandwiches,15
10119,Sandwiches/Salads/Mixed Buffet,17
10121,American,70
10121,Armenian,1
10121,Bakery,7
10121,Chicken,7
10121,Chinese/Japanese,3
10121,Donuts,11
10121,Hamburgers,3
10121,Hotdogs,12
10121,Hotdogs/Pretzels,7
10121,"Ice Cream, Gelato, Yogurt, Ices",6
10121,Other,1
10121,Pizza,7
10121,Sandwiches,6
10121,Seafood,4
10121,Soups & Sandwiches,2
10121,Tex-Mex,2
10121,Vegetarian,3
10123,Delicatessen,7
10128,African,9
10128,American,347
10128,Asian,12
10128,Bagels/Pretzels,21
10128,Bakery,3
10128,Brazilian,6
10128,Caf̩/Coffee/Tea,57
10128,Chinese,92
10128,Chinese/Japanese,11
10128,Continental,9
10128,Delicatessen,16
10128,Donuts,30
10128,French,50
10128,Greek,11
10128,Hamburgers,9
10128,Indian,15
10128,Irish,12
10128,Italian,99
10128,Japanese,95
10128,Jewish/Kosher,14
10128,"Juice, Smoothies, Fruit Salads",5
10128,Korean,14
10128,Mediterranean,30
10128,Mexican,41
10128,Peruvian,17
10128,Pizza,73
10128,Pizza/Italian,41
10128,Sandwiches,16
10128,Sandwiches/Salads/Mixed Buffet,17
10128,Seafood,8
10128,Spanish,10
10128,Steak,5
10128,Tex-Mex,15
10128,Thai,58
10128,Vietnamese/Cambodian/Malaysia,8
10152,American,2
10153,American,7
10154,Caf̩/Coffee/Tea,1
10154,French,6
10155,American,4
10155,Caf̩/Coffee/Tea,1
10165,American,6
10166,Caf̩/Coffee/Tea,2
10166,Continental,1
10166,Other,2
10166,Spanish,7
10167,American,16
10168,American,5
10168,Caf̩/Coffee/Tea,10
10168,Donuts,8
10168,Sandwiches,6
10169,American,5
10169,Asian,2
10169,Bakery,4
10169,Caf̩/Coffee/Tea,4
10169,Chicken,4
10169,Chinese,2
10169,Donuts,4
10169,German,2
10169,Greek,4
10169,Hamburgers,2
10169,Japanese,9
10169,"Juice, Smoothies, Fruit Salads",2
10169,Mexican,6
10169,Middle Eastern,3
10169,Pizza,3
10169,Salads,2
10169,Sandwiches,4
10169,Seafood,5
10169,Soups,3
10169,Thai,3
10169,Vegetarian,4
10170,"Juice, Smoothies, Fruit Salads",3
10171,American,5
10172,"Juice, Smoothies, Fruit Salads",5
10173,Caf̩/Coffee/Tea,3
10174,American,5
10174,Sandwiches/Salads/Mixed Buffet,14
10175,Pizza,9
10176,American,10
10176,Caribbean,9
10178,American,2
10178,Continental,6
10179,American,4
10199,American,6
10270,Caf̩/Coffee/Tea,2
10271,American,18
10279,Salads,6
10280,American,10
10280,Chinese,4
10280,Jewish/Kosher,1
10280,Mediterranean,13
10280,Mexican,14
10280,Pizza/Italian,16
10280,Soups & Sandwiches,3
10281,American,77
10281,Bagels/Pretzels,6
10281,Bakery,7
10281,Barbecue,5
10281,Caf̩/Coffee/Tea,19
10281,Chinese,8
10281,French,6
10281,Hamburgers,8
10281,Italian,10
10281,Japanese,7
10281,Mexican,4
10281,Pizza/Italian,7
10281,Salads,8
10281,Sandwiches,5
10281,Sandwiches/Salads/Mixed Buffet,3
10281,Tapas,5
10282,American,61
10282,Asian,9
10282,Barbecue,6
10282,Caf̩/Coffee/Tea,4
10282,French,4
10282,Italian,15
10282,Mexican,7
10282,Seafood,7
10285,American,11
10301,American,253
10301,Bagels/Pretzels,7
10301,Bakery,10
10301,Barbecue,8
10301,"Bottled beverages, including water, sodas, juices, etc.",2
10301,Caf̩/Coffee/Tea,11
10301,Caribbean,3
10301,Chicken,17
10301,Chinese,64
10301,Delicatessen,22
10301,Donuts,24
10301,Hotdogs/Pretzels,10
10301,"Ice Cream, Gelato, Yogurt, Ices",7
10301,Indian,12
10301,Italian,47
10301,Japanese,7
10301,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",28
10301,Mediterranean,3
10301,Mexican,56
10301,Pizza,50
10301,Pizza/Italian,13
10301,Salads,14
10301,Sandwiches,7
10301,Sandwiches/Salads/Mixed Buffet,7
10301,Soul Food,6
10301,Spanish,38
10301,Thai,2
10302,American,98
10302,Asian,15
10302,Bakery,32
10302,"Bottled beverages, including water, sodas, juices, etc.",2
10302,Caf̩/Coffee/Tea,2
10302,Caribbean,10
10302,Chicken,19
10302,Chinese,72
10302,Donuts,10
10302,Hamburgers,13
10302,Hotdogs,13
10302,Irish,11
10302,Japanese,2
10302,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12
10302,Mediterranean,9
10302,Mexican,46
10302,Other,10
10302,Pizza,44
10302,Pizza/Italian,24
10302,Sandwiches,4
10302,Sandwiches/Salads/Mixed Buffet,7
10302,Seafood,5
10302,Spanish,15
10303,American,49
10303,Chicken,5
10303,Chinese,11
10303,Donuts,14
10303,Hamburgers,27
10303,"Ice Cream, Gelato, Yogurt, Ices",11
10303,Indian,6
10303,Italian,8
10303,Japanese,15
10303,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",28
10303,Mexican,7
10303,Pizza,5
10303,Pizza/Italian,12
10303,Polish,9
10303,Sandwiches,9
10303,Soul Food,11
10303,Spanish,12
10304,African,8
10304,American,88
10304,Bakery,1
10304,Caf̩/Coffee/Tea,3
10304,Chicken,6
10304,Chinese,54
10304,Donuts,8
10304,Hamburgers,9
10304,"Ice Cream, Gelato, Yogurt, Ices",2
10304,Indian,6
10304,Japanese,3
10304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8
10304,Mediterranean,8
10304,Mexican,22
10304,Peruvian,5
10304,Pizza,12
10304,Pizza/Italian,62
10304,Polish,2
10304,Sandwiches,16
10304,Spanish,13
10305,American,151
10305,Bagels/Pretzels,8
10305,Bakery,48
10305,Caf̩/Coffee/Tea,12
10305,Cajun,9
10305,Chinese,85
10305,Donuts,26
10305,Eastern European,3
10305,Filipino,9
10305,Greek,8
10305,Hamburgers,24
10305,"Ice Cream, Gelato, Yogurt, Ices",13
10305,Indian,2
10305,Italian,122
10305,Japanese,28
10305,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2
10305,Mediterranean,21
10305,Mexican,35
10305,Pizza,31
10305,Pizza/Italian,75
10305,Polish,7
10305,Russian,17
10305,Sandwiches,20
10305,Seafood,11
10305,Tex-Mex,4
10305,Turkish,13
10306,American,152
10306,Armenian,2
10306,Asian,6
10306,Bagels/Pretzels,21
10306,Bakery,12
10306,Caf̩/Coffee/Tea,9
10306,Chicken,13
10306,Chinese,79
10306,Chinese/Japanese,8
10306,Delicatessen,24
10306,Donuts,22
10306,Eastern European,13
10306,Greek,7
10306,Hamburgers,20
10306,"Ice Cream, Gelato, Yogurt, Ices",25
10306,Indian,11
10306,Italian,49
10306,Japanese,38
10306,Mexican,12
10306,Peruvian,6
10306,Pizza,16
10306,Pizza/Italian,106
10306,Sandwiches,3
10306,Southwestern,11
10306,Spanish,27
10306,Tex-Mex,12
10306,Turkish,6
10306,Vietnamese/Cambodian/Malaysia,7
10307,American,51
10307,Armenian,2
10307,"Bottled beverages, including water, sodas, juices, etc.",5
10307,Caf̩/Coffee/Tea,6
10307,Chinese,21
10307,Hamburgers,7
10307,Italian,31
10307,Japanese,5
10307,Mexican,8
10307,Pizza,17
10307,Pizza/Italian,19
10307,Sandwiches,5
10307,Spanish,9
10308,American,73
10308,Asian,2
10308,Bakery,6
10308,"Bottled beverages, including water, sodas, juices, etc.",5
10308,Chicken,7
10308,Chinese,40
10308,Delicatessen,19
10308,Donuts,31
10308,"Ice Cream, Gelato, Yogurt, Ices",19
10308,Italian,93
10308,Japanese,32
10308,Pizza,33
10308,Pizza/Italian,15
10308,Russian,7
10308,Sandwiches,6
10308,Seafood,3
10308,Spanish,30
10309,American,129
10309,Asian,2
10309,Bagels/Pretzels,11
10309,Bakery,14
10309,Caf̩/Coffee/Tea,22
10309,Chicken,2
10309,Chinese,44
10309,Delicatessen,25
10309,Donuts,18
10309,German,7
10309,Hamburgers,10
10309,"Ice Cream, Gelato, Yogurt, Ices",15
10309,Irish,2
10309,Italian,48
10309,Japanese,15
10309,"Juice, Smoothies, Fruit Salads",3
10309,Mexican,11
10309,Other,9
10309,Pizza,18
10309,Pizza/Italian,50
10309,Sandwiches/Salads/Mixed Buffet,4
10309,Seafood,3
10310,American,113
10310,Bakery,17
10310,Caf̩/Coffee/Tea,8
10310,Chicken,12
10310,Chinese,28
10310,Delicatessen,11
10310,Donuts,13
10310,German,21
10310,Hamburgers,8
10310,"Ice Cream, Gelato, Yogurt, Ices",12
10310,Italian,35
10310,Japanese,7
10310,"Juice, Smoothies, Fruit Salads",2
10310,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14
10310,Mediterranean,12
10310,Mexican,44
10310,Other,6
10310,Peruvian,4
10310,Pizza,4
10310,Pizza/Italian,33
10310,Portuguese,6
10310,Sandwiches,11
10310,Spanish,10
10310,Tex-Mex,10
10310,Thai,8
10311,American,13
10312,American,131
10312,Asian,6
10312,Bagels/Pretzels,13
10312,Bakery,25
10312,Chinese,36
10312,Delicatessen,19
10312,Donuts,34
10312,Greek,3
10312,Hamburgers,10
10312,"Ice Cream, Gelato, Yogurt, Ices",15
10312,Italian,71
10312,Japanese,55
10312,Middle Eastern,3
10312,Other,11
10312,Pizza,59
10312,Pizza/Italian,55
10312,Sandwiches,9
10312,Sandwiches/Salads/Mixed Buffet,6
10312,Southwestern,10
10314,American,375
10314,Asian,38
10314,Bagels/Pretzels,20
10314,Bakery,10
10314,Caf̩/Coffee/Tea,32
10314,Cajun,3
10314,Chicken,7
10314,Chinese,88
10314,Chinese/Japanese,2
10314,Continental,7
10314,Delicatessen,19
10314,Donuts,61
10314,Filipino,9
10314,Fruits/Vegetables,5
10314,Hamburgers,38
10314,Hotdogs/Pretzels,4
10314,"Ice Cream, Gelato, Yogurt, Ices",46
10314,Italian,95
10314,Japanese,71
10314,Jewish/Kosher,25
10314,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6
10314,Mexican,23
10314,Middle Eastern,11
10314,Other,3
10314,Pancakes/Waffles,13
10314,Pizza,122
10314,Pizza/Italian,67
10314,Sandwiches,39
10314,Sandwiches/Salads/Mixed Buffet,13
10314,Steak,10
10314,Tex-Mex,8
10314,Thai,8
10314,Vietnamese/Cambodian/Malaysia,6
10317,Middle Eastern,7
10451,African,32
10451,American,369
10451,Bagels/Pretzels,2
10451,Bakery,13
10451,Caf̩/Coffee/Tea,10
10451,Caribbean,26
10451,Chicken,64
10451,Chinese,95
10451,Delicatessen,16
10451,Donuts,36
10451,Hamburgers,34
10451,"Ice Cream, Gelato, Yogurt, Ices",11
10451,Italian,14
10451,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27
10451,Mexican,49
10451,Other,3
10451,Pizza,98
10451,Pizza/Italian,29
10451,Sandwiches,18
10451,Sandwiches/Salads/Mixed Buffet,15
10451,Seafood,36
10451,Soul Food,15
10451,Spanish,32
10451,Steak,5
10452,American,77
10452,Bakery,40
10452,Chicken,60
10452,Chinese,138
10452,Delicatessen,3
10452,Donuts,7
10452,Hamburgers,43
10452,"Juice, Smoothies, Fruit Salads",28
10452,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",141
10452,Mexican,41
10452,Other,6
10452,Pizza,59
10452,Pizza/Italian,23
10452,Sandwiches,10
10452,Sandwiches/Salads/Mixed Buffet,7
10452,Seafood,4
10452,Soul Food,10
10452,Spanish,108
10453,African,24
10453,American,39
10453,Bakery,45
10453,Caribbean,7
10453,Chicken,71
10453,Chinese,148
10453,Delicatessen,12
10453,Donuts,10
10453,Hamburgers,20
10453,"Ice Cream, Gelato, Yogurt, Ices",2
10453,"Juice, Smoothies, Fruit Salads",7
10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",136
10453,Mexican,71
10453,Pizza,46
10453,Pizza/Italian,15
10453,Sandwiches/Salads/Mixed Buffet,5
10453,Seafood,5
10453,Spanish,98
10453,Tex-Mex,16
10454,American,98
10454,Bakery,15
10454,Caf̩/Coffee/Tea,4
10454,Chicken,21
10454,Chinese,102
10454,Donuts,9
10454,Hamburgers,6
10454,Japanese,11
10454,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",64
10454,Mexican,65
10454,Peruvian,13
10454,Pizza,45
10454,Pizza/Italian,16
10454,Spanish,86
10454,Steak,7
10454,Tex-Mex,21
10455,American,81
10455,Bakery,43
10455,Caribbean,19
10455,Chicken,39
10455,Chinese,79
10455,Delicatessen,9
10455,Donuts,21
10455,Hamburgers,26
10455,Italian,2
10455,"Juice, Smoothies, Fruit Salads",28
10455,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",119
10455,Mexican,105
10455,Other,10
10455,Peruvian,5
10455,Pizza,83
10455,Pizza/Italian,48
10455,Sandwiches,16
10455,Seafood,17
10455,Soul Food,3
10455,Spanish,64
10456,African,89
10456,American,51
10456,Bakery,32
10456,Caf̩/Coffee/Tea,8
10456,Caribbean,32
10456,Chicken,55
10456,Chinese,145
10456,Donuts,11
10456,Hamburgers,5
10456,Indian,11
10456,"Juice, Smoothies, Fruit Salads",19
10456,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",93
10456,Mexican,2
10456,Pizza,35
10456,Pizza/Italian,15
10456,Seafood,12
10456,Soul Food,6
10456,Spanish,48
10457,African,22
10457,American,97
10457,Bakery,16
10457,Caf̩/Coffee/Tea,20
10457,Chicken,49
10457,Chinese,102
10457,Donuts,19
10457,Fruits/Vegetables,13
10457,Hamburgers,40
10457,"Juice, Smoothies, Fruit Salads",1
10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",117
10457,Mexican,11
10457,Other,10
10457,Pizza,34
10457,Sandwiches,6
10457,Spanish,141
10458,African,13
10458,American,185
10458,Bakery,55
10458,"Bottled beverages, including water, sodas, juices, etc.",12
10458,Caf̩/Coffee/Tea,58
10458,Caribbean,13
10458,Chicken,48
10458,Chinese,177
10458,Delicatessen,25
10458,Donuts,22
10458,Eastern European,11
10458,Hamburgers,19
10458,"Ice Cream, Gelato, Yogurt, Ices",10
10458,Italian,176
10458,Japanese,10
10458,Korean,2
10458,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",154
10458,Mediterranean,14
10458,Mexican,78
10458,Pizza,144
10458,Pizza/Italian,62
10458,Sandwiches,27
10458,Sandwiches/Salads/Mixed Buffet,23
10458,Spanish,86
10459,American,54
10459,Bakery,49
10459,Caribbean,6
10459,Chicken,67
10459,Chinese,83
10459,Donuts,19
10459,Hamburgers,15
10459,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",78
10459,Mexican,16
10459,Other,2
10459,Pizza,71
10459,Pizza/Italian,13
10459,Sandwiches,27
10459,Soul Food,3
10459,Spanish,57
10460,African,15
10460,American,89
10460,Bakery,5
10460,Caf̩/Coffee/Tea,4
10460,Caribbean,12
10460,Chicken,9
10460,Chinese,86
10460,Donuts,30
10460,Hamburgers,10
10460,"Ice Cream, Gelato, Yogurt, Ices",9
10460,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",63
10460,Mexican,4
10460,Pizza,79
10460,Pizza/Italian,6
10460,Sandwiches,15
10460,Sandwiches/Salads/Mixed Buffet,7
10460,Spanish,10
10460,Tex-Mex,5
10461,American,224
10461,Bakery,38
10461,"Bottled beverages, including water, sodas, juices, etc.",4
10461,Caf̩/Coffee/Tea,47
10461,Caribbean,19
10461,Chicken,22
10461,Chinese,146
10461,Chinese/Cuban,7
10461,Chinese/Japanese,9
10461,Delicatessen,11
10461,Donuts,53
10461,Greek,4
10461,Hamburgers,47
10461,"Ice Cream, Gelato, Yogurt, Ices",22
10461,Irish,28
10461,Italian,109
10461,Japanese,41
10461,"Juice, Smoothies, Fruit Salads",41
10461,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",51
10461,Mediterranean,6
10461,Mexican,16
10461,Not Listed/Not Applicable,1
10461,Other,3
10461,Pizza,38
10461,Pizza/Italian,68
10461,Sandwiches,15
10461,Sandwiches/Salads/Mixed Buffet,13
10461,Spanish,26
10461,Tex-Mex,9
10461,Thai,17
10462,American,231
10462,Asian,5
10462,Bakery,57
10462,Bangladeshi,6
10462,Caf̩/Coffee/Tea,56
10462,Caribbean,26
10462,Chicken,48
10462,Chinese,131
10462,Delicatessen,11
10462,Donuts,17
10462,Eastern European,9
10462,Hamburgers,27
10462,"Ice Cream, Gelato, Yogurt, Ices",15
10462,Indian,12
10462,Italian,33
10462,"Juice, Smoothies, Fruit Salads",28
10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",76
10462,Mediterranean,8
10462,Mexican,51
10462,Middle Eastern,22
10462,Pakistani,2
10462,Pizza,113
10462,Pizza/Italian,33
10462,Sandwiches,16
10462,Sandwiches/Salads/Mixed Buffet,9
10462,Seafood,18
10462,Soups & Sandwiches,6
10462,Spanish,19
10462,Thai,2
10463,American,232
10463,Asian,11
10463,Bakery,19
10463,Caf̩/Coffee/Tea,14
10463,Chicken,10
10463,Chinese,104
10463,Delicatessen,27
10463,Donuts,20
10463,Greek,23
10463,Hamburgers,8
10463,Hotdogs/Pretzels,6
10463,"Ice Cream, Gelato, Yogurt, Ices",11
10463,Indian,9
10463,Italian,24
10463,Japanese,27
10463,Jewish/Kosher,43
10463,"Juice, Smoothies, Fruit Salads",7
10463,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",60
10463,Mediterranean,4
10463,Mexican,46
10463,Pizza,52
10463,Pizza/Italian,42
10463,Sandwiches,3
10463,Sandwiches/Salads/Mixed Buffet,12
10463,Spanish,33
10463,Tapas,13
10463,Tex-Mex,10
10463,Thai,12
10464,American,83
10464,Caf̩/Coffee/Tea,14
10464,Chinese,4
10464,Delicatessen,13
10464,Donuts,8
10464,French,8
10464,"Ice Cream, Gelato, Yogurt, Ices",7
10464,Irish,2
10464,Italian,22
10464,Japanese,9
10464,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8
10464,Pizza/Italian,8
10464,Sandwiches,9
10464,Seafood,94
10464,Spanish,6
10465,American,235
10465,Armenian,7
10465,Asian,2
