Address ZIP,count5,count10,count15
10001,0,0,0
10002,20,54,104
10003,6,16,32
10004,0,0,1
10005,0,0,0
10006,0,0,0
10007,0,0,0
10008,16,45,93
10009,15,40,71
10010,13,30,50
10011,0,0,0
10012,5,15,25
10013,5,10,15
10014,0,0,0
10016,7,22,40
10017,2,7,22
10018,0,0,0
10019,0,0,0
10020,0,0,0
10021,0,12,32
10022,0,0,10
10023,0,0,0
10024,0,6,35
10025,0,4,28
10026,14,64,130
10027,30,77,151
10028,8,26,60
10029,14,40,104
10030,24,99,188
10031,8,49,110
10032,5,24,80
10033,9,26,54
10034,0,0,3
10035,9,64,142
10036,0,0,0
10037,34,101,186
10038,4,14,24
10039,10,63,149
10040,0,4,21
10041,12,37,82
10044,10,21,46
10055,0,20,54
10065,2,12,29
10069,0,0,0
10075,12,32,52
10080,0,12,37
10101,0,0,12
10103,0,0,0
10105,0,0,0
10106,0,0,0
10107,0,0,0
10108,0,0,0
10112,0,0,0
10116,0,0,0
10118,0,0,0
10119,0,0,0
10120,0,0,0
10121,0,0,0
10122,0,0,0
10123,0,0,0
10128,6,21,50
10150,0,0,0
10151,0,0,0
10152,0,0,8
10153,0,0,6
10154,0,0,4
10155,0,0,0
10156,0,0,0
10158,0,0,0
10159,0,0,0
10162,8,28,48
10163,0,0,0
10165,2,16,32
10166,0,0,0
10167,1,6,19
10168,0,13,28
10169,0,10,25
10170,0,7,22
10171,0,0,2
10172,0,0,0
10173,0,4,19
10174,0,2,16
10175,0,0,0
10176,0,0,0
10178,0,0,0
10185,0,0,0
10271,0,0,0
10276,0,0,0
10279,0,0,0
10280,0,0,0
10281,0,0,0
10282,0,0,0
10301,5,14,29
10302,7,20,35
10303,5,13,23
10304,4,16,31
10305,3,8,22
10306,5,15,29
10307,0,0,0
10308,0,3,13
10309,0,0,5
10310,5,20,35
10311,3,12,22
10312,0,0,9
10313,4,13,26
10314,3,13,23
10451,26,97,187
10452,16,50,99
10453,7,23,47
10454,25,62,136
10455,14,44,93
10456,18,56,102
10457,1,12,28
10458,0,0,3
10459,2,8,27
10460,0,0,0
10461,0,0,0
