,zip,latitude,longitude
5550,14221,42.98,-78.72
5551,14222,42.92,-78.88
5552,14223,42.97,-78.85
5553,14224,42.84,-78.75
5554,14225,42.93,-78.75
5555,14226,42.97,-78.8
5556,14227,42.89,-78.73
5557,14228,43.04,-78.78
5558,14231,42.88,-78.85
5559,14233,42.88,-78.85
5560,14240,42.88,-78.85
5561,14241,42.88,-78.85
5562,14260,42.88,-78.85
5563,14261,43.01,-78.79
5564,14263,42.88,-78.85
5565,14264,42.88,-78.85
5566,14265,42.88,-78.85
5567,14267,42.88,-78.85
5568,14269,42.88,-78.85
5569,14270,42.88,-78.85
5570,14272,42.88,-78.85
5571,14273,42.88,-78.85
5572,14276,42.88,-78.85
5573,14280,42.88,-78.85
5574,14301,43.1,-79.04
5575,14302,43.09,-79.05
5576,14303,43.09,-79.01
5577,14304,43.1,-78.95
5578,14305,43.12,-79.02
5579,14410,43.19,-77.86
5580,14411,43.24,-78.18
5581,14413,43.21,-77.05
5582,14414,42.91,-77.74
5583,14415,42.76,-77.02
5584,14416,43.08,-77.94
5585,14418,42.59,-77.15
5586,14420,43.21,-77.94
5587,14422,43.07,-78.06
5588,14423,42.97,-77.85
5589,14424,42.88,-77.28
5590,14425,42.95,-77.32
5591,14427,42.63,-78.05
5592,14428,43.1,-77.88
5593,14429,43.17,-78.05
5594,14430,43.21,-77.93
5595,14432,42.95,-77.13
5596,14433,43.08,-76.87
5597,14435,42.71,-77.66
5598,14437,42.56,-77.69
5599,14441,42.68,-76.96
5600,14443,42.89,-77.43
5601,14445,43.11,-77.48
5602,14449,43.24,-77.19
5603,14450,43.1,-77.44
5604,14452,43.25,-78.05
5605,14453,42.99,-77.42
5606,14454,42.79,-77.81
5607,14456,42.85,-77.0
5608,14461,42.8,-77.2
5609,14462,42.68,-77.74
5610,14463,42.83,-77.07
5611,14464,43.32,-77.93
5612,14466,42.77,-77.58
5613,14467,43.04,-77.61
5614,14468,43.28,-77.79
5615,14469,42.87,-77.46
5616,14470,43.22,-78.02
5617,14471,42.75,-77.49
5618,14472,42.95,-77.59
5619,14475,42.94,-77.5
5620,14476,43.32,-78.03
5621,14477,43.33,-78.13
5622,14478,42.58,-77.13
5623,14479,43.24,-78.31
5624,14480,42.84,-77.71
5625,14481,42.77,-77.89
5626,14482,42.97,-77.99
5627,14485,42.9,-77.61
5628,14486,42.9,-77.91
5629,14487,42.82,-77.66
5630,14488,42.81,-77.65
5631,14489,43.06,-76.99
5632,14502,43.06,-77.3
5633,14504,42.97,-77.23
5634,14505,43.16,-77.17
5635,14506,43.01,-77.52
5636,14507,42.7,-77.27
5637,14508,43.32,-78.05
5638,14510,42.72,-77.87
5639,14511,42.99,-77.86
5640,14512,42.61,-77.4
5641,14513,43.04,-77.09
5642,14514,43.11,-77.81
5643,14515,43.25,-77.73
5644,14516,43.2,-76.91
5645,14517,42.58,-77.93
5646,14518,42.95,-77.04
5647,14519,43.22,-77.31
5648,14520,43.24,-77.31
5649,14521,42.67,-76.82
5650,14522,43.06,-77.23
5651,14525,42.87,-77.99
5652,14526,43.15,-77.44
5653,14527,42.66,-77.05
5654,14529,42.54,-77.64
5655,14530,42.71,-78.0
5656,14532,42.95,-77.06
5657,14533,42.84,-77.88
5658,14534,43.09,-77.51
5659,14536,42.55,-78.09
5660,14537,43.04,-77.16
5661,14538,43.24,-77.19
5662,14539,42.83,-77.87
5663,14541,42.75,-76.83
5664,14542,43.15,-76.86
5665,14543,42.98,-77.67
5666,14544,42.76,-77.22
5667,14545,42.66,-77.7
5668,14546,43.02,-77.75
5669,14547,42.83,-77.07
5670,14548,42.95,-77.22
5671,14549,42.7,-78.02
5672,14550,42.66,-78.08
5673,14551,43.23,-77.06
5674,14555,43.26,-76.99
5675,14556,42.68,-77.82
5676,14557,43.04,-78.06
5677,14558,42.81,-77.65
5678,14559,43.18,-77.8
5679,14560,42.68,-77.57
5680,14561,42.82,-77.12
5681,14563,43.22,-77.44
5682,14564,42.98,-77.41
5683,14568,43.14,-77.27
5684,14569,42.74,-78.14
5685,14571,43.33,-78.24
5686,14572,42.56,-77.59
5687,14580,43.21,-77.42
5688,14585,42.91,-77.55
5689,14586,43.03,-77.69
5690,14588,42.68,-76.87
5691,14589,43.24,-77.15
5692,14590,43.22,-76.81
5693,14591,42.82,-78.08
5694,14592,42.87,-77.9
5695,14602,43.16,-77.61
5696,14603,43.16,-77.61
5697,14604,43.16,-77.61
5698,14605,43.17,-77.6
5699,14606,43.17,-77.7
5700,14607,43.15,-77.59
5701,14608,43.15,-77.62
5702,14609,43.18,-77.55
5703,14610,43.14,-77.55
5704,14611,43.15,-77.65
5705,14612,43.27,-77.68
5706,14613,43.18,-77.64
5707,14614,43.16,-77.62
5708,14615,43.2,-77.65
5709,14616,43.23,-77.66
5710,14617,43.23,-77.59
5711,14618,43.11,-77.55
5712,14619,43.14,-77.65
5713,14620,43.13,-77.61
5714,14621,43.19,-77.6
5715,14622,43.22,-77.55
5716,14623,43.09,-77.64
5717,14624,43.13,-77.73
5718,14625,43.15,-77.51
5719,14626,43.22,-77.71
5720,14627,43.13,-77.63
5721,14638,43.16,-77.61
5722,14639,43.16,-77.61
5723,14642,43.16,-77.61
5724,14643,43.16,-77.61
5725,14644,43.16,-77.61
5726,14645,43.15,-77.6
5727,14646,43.16,-77.61
5728,14647,43.16,-77.61
5729,14649,43.16,-77.61
5730,14650,43.16,-77.61
5731,14651,43.16,-77.61
5732,14652,43.16,-77.61
5733,14653,43.16,-77.61
5734,14664,43.15,-77.6
5735,14673,43.15,-77.6
5736,14683,43.15,-77.6
5737,14692,43.16,-77.61
5738,14694,43.16,-77.61
5739,14701,42.09,-79.23
5740,14702,42.09,-79.23
5741,14706,42.09,-78.49
5742,14707,42.08,-78.06
5743,14708,42.01,-78.02
5744,14709,42.3,-78.02
5745,14710,42.11,-79.42
5746,14711,42.33,-78.12
5747,14712,42.16,-79.39
5748,14714,42.29,-78.24
5749,14715,42.06,-78.17
5750,14716,42.38,-79.44
5751,14717,42.35,-78.21
5752,14718,42.34,-79.31
5753,14719,42.32,-78.86
5754,14720,42.11,-79.28
5755,14721,42.0,-78.27
5756,14722,42.21,-79.47
5757,14723,42.29,-79.1
5758,14724,42.05,-79.66
5759,14726,42.26,-79.01
5760,14727,42.21,-78.27
5761,14728,42.24,-79.4
5762,14729,42.4,-78.74
5763,14730,42.17,-78.95
5764,14731,42.27,-78.67
5765,14732,42.23,-79.12
5766,14733,42.11,-79.19
5767,14735,42.46,-78.11
5768,14736,42.14,-79.75
5769,14737,42.33,-78.45
5770,14738,42.05,-79.16
5771,14739,42.2,-78.14
5772,14740,42.22,-79.18
5773,14741,42.21,-78.59
5774,14742,42.12,-79.31
5775,14743,42.16,-78.38
5776,14744,42.42,-78.16
5777,14745,42.47,-78.14
5778,14747,42.14,-79.07
5779,14748,42.14,-78.61
5780,14750,42.1,-79.32
5781,14751,42.3,-79.0
5782,14752,42.35,-79.32
5783,14753,42.02,-78.63
5784,14754,42.02,-78.23
5785,14755,42.24,-78.79
5786,14756,42.2,-79.42
5787,14757,42.25,-79.5
5788,14758,42.01,-79.45
5789,14760,42.08,-78.43
5790,14766,42.39,-78.83
5791,14767,42.07,-79.48
5792,14769,42.37,-79.47
5793,14770,42.03,-78.33
5794,14772,42.16,-78.97
5795,14774,42.09,-78.15
5796,14775,42.26,-79.71
5797,14777,42.39,-78.27
5798,14778,42.08,-78.48
5799,14779,42.16,-78.72
5800,14781,42.16,-79.59
5801,14782,42.26,-79.25
5802,14783,42.08,-78.89
5803,14784,42.31,-79.38
5804,14785,42.15,-79.41
5805,14786,42.13,-78.25
5806,14787,42.32,-79.57
5807,14788,42.06,-78.38
5808,14801,42.1,-77.23
5809,14802,42.25,-77.79
5810,14803,42.24,-77.81
5811,14804,42.32,-77.85
5812,14805,42.31,-76.72
5813,14806,42.15,-77.79
5814,14807,42.39,-77.69
5815,14808,42.56,-77.47
5816,14809,42.4,-77.42
5817,14810,42.33,-77.31
5818,14812,42.29,-76.96
5819,14813,42.22,-78.03
5820,14814,42.13,-76.93
5821,14815,42.37,-77.1
5822,14816,42.17,-76.73
5823,14817,42.38,-76.39
5824,14818,42.41,-76.84
5825,14819,42.19,-77.4
5826,14820,42.18,-77.36
5827,14821,42.23,-77.19
5828,14822,42.46,-77.77
5829,14823,42.27,-77.6
5830,14824,42.28,-76.69
5831,14825,42.06,-76.62
5832,14826,42.5,-77.5
5833,14827,42.18,-77.14
5834,14830,42.14,-77.05
5835,14831,42.14,-77.05
5836,14836,42.54,-77.89
5837,14837,42.52,-76.97
5838,14838,42.18,-76.67
5839,14839,42.13,-77.64
5840,14840,42.4,-77.22
5841,14841,42.5,-76.87
5842,14842,42.58,-76.95
5843,14843,42.32,-77.66
5844,14845,42.16,-76.82
5845,14846,42.52,-77.98
5846,14847,42.61,-76.72
5847,14850,42.44,-76.5
5848,14851,42.44,-76.5
5849,14852,42.44,-76.5
5850,14853,42.45,-76.48
5851,14854,42.51,-76.61
5852,14855,42.12,-77.5
5853,14856,42.38,-77.37
5854,14857,42.51,-76.92
5855,14858,42.02,-77.14
5856,14859,42.09,-76.55
5857,14860,42.61,-76.82
5858,14861,42.02,-76.72
5859,14863,42.45,-76.71
5860,14864,42.26,-76.83
5861,14865,42.34,-76.84
5862,14867,42.36,-76.59
5863,14869,42.33,-76.78
5864,14870,42.16,-77.09
5865,14871,42.03,-76.86
5866,14872,42.24,-76.87
5867,14873,42.52,-77.29
5868,14874,42.53,-77.18
5869,14876,42.43,-76.93
5870,14877,42.08,-77.66
5871,14878,42.47,-76.92
5872,14879,42.28,-77.22
5873,14880,42.17,-77.97
5874,14881,42.4,-76.36
5875,14882,42.58,-76.55
5876,14883,42.21,-76.49
5877,14884,42.48,-77.88
5878,14885,42.04,-77.54
5879,14886,42.54,-76.66
5880,14887,42.4,-77.05
5881,14889,42.19,-76.55
5882,14891,42.38,-76.87
5883,14892,42.01,-76.52
5884,14893,42.47,-77.11
5885,14894,42.01,-76.72
5886,14895,42.12,-77.94
5887,14897,42.03,-77.8
5888,14898,42.08,-77.4
5889,14901,42.09,-76.75
5890,14902,42.08,-76.8
5891,14903,42.13,-76.87
5892,14904,42.08,-76.8
5893,14905,42.09,-76.84
5894,14925,42.08,-76.8
