,Address ZIP,Address City,DCA License Number,License Type,License Expiration Date
27605,11225,BROOKLYN,1206189-DCA,Business,03/31/2018
27606,10606,WHITE PLAINS,1272690-DCA,Business,02/28/2019
27607,10532,HAWTHORNE,1347972-DCA,Business,02/28/2019
27608,10003,NEW YORK,0392731-DCA,Business,07/31/2019
27609,10012,NEW YORK,2009367-DCA,Individual,02/28/2019
27610,11418,RICHMOND HILL,1222128-DCA,Individual,05/31/2019
27611,11432,JAMAICA,1399392-DCA,Business,12/31/2017
27612,10573,RYE BROOK,1348934-DCA,Individual,02/28/2019
27613,10314,STATEN ISLAND,1260926-DCA,Individual,02/28/2019
27614,10306,STATEN ISLAND,1195523-DCA,Business,02/28/2019
27615,10017,NEW YORK,1467736-DCA,Business,04/30/2018
27616,11214,BROOKLYN,2034611-DCA,Business,12/31/2018
27617,10011,NEW YORK,1376972-DCA,Individual,10/31/2018
27618,10001,NEW YORK,1366007-DCA,Business,12/31/2017
27619,10018,NEW YORK,2007019-DCA,Business,02/28/2019
27620,11377,WOODSIDE,0840678-DCA,Individual,10/31/2018
27621,11355,FLUSHING,1071218-DCA,Business,02/28/2019
27622,10025,NEW YORK,1273476-DCA,Business,12/31/2017
27623,10467,BRONX,0846048-DCA,Individual,05/31/2019
27625,11232,BROOKLYN,1452238-DCA,Business,07/31/2019
27626,11218,BROOKLYN,1404183-DCA,Business,02/28/2019
27627,11106,ASTORIA,1306640-DCA,Business,12/31/2018
27628,11590,WESTBURY,1434621-DCA,Individual,10/31/2018
27629,11204,BROOKLYN,1283282-DCA,Business,02/28/2019
27630,11379,MIDDLE VILLAGE,2014733-DCA,Business,02/28/2019
27631,10512,CARMEL,2045899-DCA,Business,04/30/2018
27632,11354,FLUSHING,2056138-DCA,Individual,02/28/2019
27633,10017,NEW YORK,0960122-DCA,Business,12/31/2017
27634,11231,BROOKLYN,0881274-DCA,Business,12/31/2017
27635,11235,BROOKLYN,2058264-DCA,Business,12/31/2018
27636,11210,BROOKLYN,0908887-DCA,Individual,09/30/2018
27637,11105,ASTORIA,1103894-DCA,Business,05/15/2018
27638,10303,STATEN ISLAND,1427208-DCA,Business,03/15/2018
27639,11215,BROOKLYN,0979657-DCA,Business,12/31/2017
27640,10027,NEW YORK,2052916-DCA,Business,07/31/2019
27641,10460,BRONX,2055218-2-DCA,Business,12/31/2018
27642,11236,BROOKLYN,2000910-DCA,Business,12/31/2018
27644,11223,BROOKLYN,0774488-DCA,Individual,05/31/2018
27646,10469,BRONX,1385835-DCA,Individual,02/28/2019
27647,10461,BRONX,2024855-2-DCA,Business,12/31/2018
27648,11762,MASSAPEQUA PARK,1255078-DCA,Individual,02/28/2019
27649,11420,SOUTH OZONE PARK,1418150-DCA,Business,04/30/2018
27650,10009,NEW YORK,1244793-DCA,Business,12/31/2018
27651,11354,FLUSHING,2058562-DCA,Business,07/31/2019
27652,11368,CORONA,2028459-DCA,Business,12/31/2018
27653,11780,SAINT JAMES,2004544-DCA,Individual,02/28/2019
27654,11419,SOUTH RICHMOND HILL,1358271-DCA,Business,02/28/2019
27655,10309,STATEN ISLAND,2048659-DCA,Individual,02/28/2019
27656,11422,ROSEDALE,1279062-DCA,Business,07/31/2019
27657,11416,OZONE PARK,1198103-DCA,Business,06/30/2018
27658,10013,NEW YORK,2035711-DCA,Business,12/31/2017
27659,11554,EAST MEADOW,2056966-DCA,Individual,02/28/2019
27660,11204,BROOKLYN,1465760-DCA,Business,02/28/2019
27661,11373,ELMHURST,1189222-DCA,Business,02/28/2019
27662,10462,BRONX,2005904-DCA,Business,03/15/2018
27663,11228,BROOKLYN,1004761-DCA,Individual,02/28/2019
27664,11219,BROOKLYN,1416249-DCA,Business,06/30/2018
27665,10475,BRONX,1054362-DCA,Business,12/31/2018
27666,11385,GLENDALE,2033498-1-DCA,Business,12/31/2017
27667,11379,MIDDLE VLG,0912666-DCA,Individual,05/31/2018
27668,11220,BROOKLYN,1473277-DCA,Business,12/31/2017
27669,11235,BROOKLYN,1365536-DCA,Business,03/31/2018
27670,11202,BROOKLYN,1417916-DCA,Individual,02/28/2019
27671,11377,WOODSIDE,0973900-DCA,Individual,02/28/2019
27672,10024,NEW YORK,2059571-DCA,Business,12/31/2017
27673,11229,BROOKLYN,1211752-DCA,Business,03/31/2018
27675,10469,BRONX,2030799-DCA,Business,02/28/2019
27676,11225,BROOKLYN,0900938-DCA,Business,12/31/2017
27677,10469,BRONX,2037411-DCA,Business,02/28/2019
27678,11520,FREEPORT,2016628-DCA,Individual,02/28/2019
27679,10467,BRONX,1291214-DCA,Business,06/30/2018
27681,11204,BROOKLYN,2053541-2-DCA,Business,12/31/2018
27682,11204,BROOKLYN,2060382-DCA,Business,12/31/2019
27683,10453,BRONX,2039455-DCA,Business,12/31/2018
27684,11369,EAST ELMHURST,1127873-DCA,Individual,05/31/2018
27685,10604,WEST HARRISON,1407031-DCA,Business,02/28/2019
27686,10009,NEW YORK,2013704-DCA,Business,12/31/2017
27687,11414,HOWARD BEACH,1214748-DCA,Individual,02/28/2019
27688,10607,WHITE PLAINS,2059165-DCA,Business,02/28/2019
27689,11714,BETHPAGE,1183355-DCA,Business,03/15/2018
27690,11433,JAMAICA,1238096-DCA,Business,02/28/2019
27691,11414,HOWARD BEACH,2029924-2-DCA,Business,12/31/2018
27692,10013,NEW YORK,2012260-DCA,Business,02/28/2019
27693,11559,LAWRENCE,1442826-DCA,Individual,02/28/2019
27694,11420,SOUTH OZONE PARK,2055625-DCA,Business,02/28/2019
27695,11220,BROOKLYN,2001884-DCA,Business,12/31/2017
27696,11223,BROOKLYN,1216818-DCA,Individual,02/28/2019
27697,10022,NEW YORK,2057793-DCA,Business,03/31/2019
27698,10452,BRONX,1134343-DCA,Business,01/06/2018
27699,10028,NEW YORK,2047349-DCA,Business,02/28/2019
27700,10465,BRONX,0961492-DCA,Individual,05/31/2019
27701,11418,RICHMOND HILL,1305887-DCA,Business,04/30/2018
27702,11362,LITTLE NECK,2055168-DCA,Business,06/15/2018
27703,11419,SOUTH RICHMOND HILL,2058140-DCA,Business,02/28/2019
27704,11211,BROOKLYN,0827868-DCA,Individual,10/31/2018
27705,10029,NEW YORK,1202273-DCA,Business,07/31/2019
27706,11102,ASTORIA,2043837-DCA,Business,05/15/2018
27707,10306,STATEN ISLAND,2047290-DCA,Individual,02/28/2019
27708,11220,BROOKLYN,2040946-DCA,Business,12/31/2017
27709,10029,NEW YORK,2021903-DCA,Business,01/02/2018
27710,10472,BRONX,2054246-2-DCA,Business,12/31/2018
27711,10591,SLEEPY HOLLOW,1269414-DCA,Individual,02/28/2019
27712,11378,MASPETH,1104122-DCA,Business,02/28/2019
27713,11229,BROOKLYN,1387881-DCA,Business,02/28/2018
27714,10309,STATEN ISLAND,1427313-DCA,Business,04/30/2018
27715,10016,NEW YORK,1145413-DCA,Business,12/31/2017
27716,11385,RIDGEWOOD,2060149-DCA,Individual,04/30/2018
27717,11377,WOODSIDE,0811226-DCA,Business,09/30/2018
27718,10022,NEW YORK,2049534-2-DCA,Business,12/31/2018
27719,11756,levittown,1280269-DCA,Individual,02/28/2019
27720,10020,NEW YORK,2017910-DCA,Business,01/06/2018
27721,11435,JAMAICA,1368205-DCA,Individual,02/28/2019
27722,10457,BRONX,2037797-DCA,Business,07/31/2019
27723,10301,STATEN ISLAND,2002182-DCA,Business,12/31/2017
27724,11370,EAST ELMHURST,1360621-DCA,Business,02/28/2019
27725,10029,NEW YORK,0926330-DCA,Business,03/15/2019
27726,10459,BRONX,1319483-DCA,Business,02/28/2019
27727,11368,CORONA,2046557-1-DCA,Business,12/31/2017
27728,10023,NEW YORK,1262835-DCA,Business,02/28/2019
27729,10472,BRONX,1310586-DCA,Business,02/28/2019
27730,11216,BROOKLYN,1417481-DCA,Individual,10/31/2018
27731,10709,EASTCHESTER,2041893-DCA,Individual,02/28/2019
27732,10462,BRONX,1394597-DCA,Business,02/28/2019
27733,10538,LARCHMONT,1113254-DCA,Business,02/28/2019
27734,11209,BROOKLYN,1459257-DCA,Business,12/31/2017
27735,10038,NEW YORK,2058615-DCA,Business,03/31/2019
27736,11427,QUEENS VILLAGE,2030530-DCA,Individual,10/31/2018
27737,10026,NEW YORK,1471530-DCA,Individual,04/30/2018
27738,11432,JAMAICA,2029204-DCA,Business,12/31/2018
27739,11520,FREEPORT,2044158-DCA,Business,02/28/2019
27740,11225,BROOKLYN,1175322-DCA,Business,12/31/2017
27741,11418,RICHMOND HILL,1246667-DCA,Individual,02/28/2019
27742,10451,BRONX,0836783-DCA,Business,09/30/2018
27743,10311,STATEN ISLAND,1000523-DCA,Business,01/31/2019
27744,10310,STATEN ISLAND,1430182-DCA,Business,03/15/2018
27745,11213,BROOKLYN,0947464-DCA,Individual,02/28/2019
27746,11375,FOREST HILLS,2041065-DCA,Individual,02/28/2019
27747,11212,BROOKLYN,2038441-DCA,Business,02/28/2019
27748,11379,MIDDLE VILLAGE,2044752-DCA,Individual,10/31/2018
27749,11418,RICHMOND HILL,2058777-DCA,Individual,02/28/2019
27750,11379,MIDDLE VILLAGE,1434107-DCA,Business,02/28/2019
27751,11558,ISLAND PARK,1250937-DCA,Business,03/15/2018
27752,10036,NEW YORK,2031562-DCA,Business,07/31/2019
27753,10019,NEW YORK,1462151-DCA,Business,11/01/2017
27754,10021,NEW YORK,2052381-DCA,Business,03/31/2018
27756,10303,STATEN ISLAND,2015308-DCA,Individual,10/31/2018
27757,11229,BROOKLYN,2055963-DCA,Business,07/31/2019
27758,10312,STATEN ISLAND,2033521-DCA,Business,02/28/2019
27759,11374,REGO PARK,1387860-DCA,Business,06/30/2018
27760,11207,BROOKLYN,1465078-DCA,Business,07/31/2019
27761,10456,BRONX,2040627-DCA,Business,07/31/2019
27762,11040,NEW HYDE PARK,2016733-DCA,Business,02/28/2019
27763,11216,BROOKLYN,2052492-2-DCA,Business,12/31/2018
27764,11229,BROOKLYN,1241258-DCA,Business,03/31/2018
27765,11368,CORONA,1294757-DCA,Business,12/31/2017
27767,11435,JAMAICA,2057443-DCA,Business,02/28/2019
27768,10019,NEW YORK,1279235-DCA,Business,12/31/2017
27769,10029,NEW YORK,0989138-DCA,Individual,02/28/2019
27770,10304,STATEN ISLAND,1165389-DCA,Individual,02/28/2019
27771,10462,BRONX,2042756-DCA,Business,12/31/2017
27772,11223,BROOKLYN,2012439-1-DCA,Business,12/31/2017
27773,11516,CEDARHURST,1391992-DCA,Business,02/28/2019
27774,11354,FLUSHING,1441730-DCA,Business,06/30/2018
27775,11435,JAMAICA,2058987-DCA,Business,07/31/2019
27776,10016,NEW YORK,1134168-DCA,Individual,09/30/2018
27777,11219,BROOKLYN,2021391-DCA,Business,02/28/2019
27778,11374,REGO PARK,1386866-DCA,Business,12/31/2018
27779,10026,NEW YORK,0899874-DCA,Business,12/31/2017
27780,10579,PUTNAM VALLEY,2015809-DCA,Individual,02/28/2018
27781,11235,BROOKLYN,1362541-DCA,Business,12/31/2018
27782,10037,NEW YORK,2002416-615-DCA,Business,12/31/2018
27783,11201,BROOKLYN,1310516-DCA,Business,12/31/2017
27784,11373,ELMHURST,1329292-DCA,Business,12/31/2018
27785,10458,BRONX,2016204-DCA,Business,12/31/2018
27786,10016,NEW YORK,1449917-DCA,Business,03/31/2018
27787,10472,BRONX,2029208-2-DCA,Business,12/31/2018
27788,11373,ELMHURST,2047312-DCA,Individual,02/28/2019
27789,11226,BROOKLYN,1459245-DCA,Business,02/28/2019
27790,11355,FLUSHING,1421611-DCA,Business,03/31/2018
27791,11229,BROOKLYN,1180369-DCA,Individual,02/28/2019
27792,11103,ASTORIA,1316633-DCA,Business,12/31/2017
27793,10463,BRONX,2057190-DCA,Business,07/31/2019
27794,11377,WOODSIDE,1138534-DCA,Business,12/31/2018
27795,10314,STATEN ISLAND,2056124-DCA,Business,12/31/2019
27796,11204,BROOKLYN,1473636-DCA,Individual,09/30/2018
27797,11215,BROOKLYN,1327823-DCA,Business,12/31/2017
27798,10014,NEW YORK,1424566-DCA,Business,09/15/2018
27799,10305,STATEN ISLAND,1313115-DCA,Business,12/31/2017
27800,11756,LEVITTOWN,1418136-DCA,Business,03/15/2019
27801,11218,BROOKLYN,1375747-DCA,Business,12/31/2018
27802,10065,NEW YORK,2035861-DCA,Business,02/28/2019
27803,11216,BROOKLYN,2048172-DCA,Business,12/31/2018
27805,11426,BELLEROSE,1080915-DCA,Individual,10/31/2018
27806,11208,BROOKLYN,2057985-DCA,Individual,02/28/2019
27807,11226,BROOKLYN,2013432-DCA,Business,12/31/2018
27808,11233,BROOKLYN,1405658-DCA,Individual,05/31/2019
27809,11355,FLUSHING,2045976-DCA,Business,02/28/2019
27810,11204,BROOKLYN,1265523-DCA,Individual,05/31/2019
27811,11220,BROOKLYN,2037799-1-DCA,Business,12/31/2017
27812,10701,YONKERS,2055387-DCA,Business,02/28/2019
27813,10025,NEW YORK,0991811-DCA,Individual,09/30/2018
27814,11375,FOREST HILLS,2011238-DCA,Business,03/31/2018
27815,11566,MERRICK,1118860-DCA,Individual,02/28/2019
27816,10302,STATEN ISLAND,0790184-DCA,Individual,05/31/2019
27817,11426,BELLEROSE,2058473-DCA,Individual,02/28/2019
27818,11365,FRESH MEADOWS,1030968-DCA,Individual,05/31/2019
27819,10034,NEW YORK,1336402-DCA,Business,03/31/2019
27820,10452,BRONX,1101271-DCA,Business,12/31/2018
27821,10553,MOUNT VERNON,2047582-DCA,Individual,10/31/2018
27824,10310,STATEN ISLAND,1392420-DCA,Business,12/31/2018
27825,10306,STATEN ISLAND,0716612-DCA,Individual,02/28/2019
27826,10003,NEW YORK,2012799-DCA,Individual,02/28/2019
27827,10036,NEW YORK,1393097-DCA,Business,07/31/2019
27828,11103,ASTORIA,1131510-DCA,Business,04/30/2018
27829,11218,BROOKLYN,2052002-DCA,Business,02/28/2019
27830,11236,BROOKLYN,1458575-DCA,Individual,02/28/2019
27831,10001,NEW YORK,0906712-DCA,Business,12/31/2018
27832,10306,STATEN ISLAND,1336497-DCA,Business,02/28/2019
27833,11102,ASTORIA,2002862-DCA,Business,12/31/2017
27834,11421,WOODHAVEN,2004892-DCA,Business,03/15/2019
27835,11201,BROOKLYN,1033653-DCA,Individual,02/28/2019
27836,11234,BROOKLYN,1276304-DCA,Individual,05/31/2019
27837,10026,NEW YORK,1362841-DCA,Business,12/31/2017
27838,11234,BROOKLYN,1360400-DCA,Business,02/28/2019
27839,10033,NEW YORK,0808498-DCA,Business,09/30/2018
27840,11221,BROOKLYN,2019953-DCA,Business,02/28/2019
27841,11377,WOODSIDE,2053070-DCA,Business,07/31/2019
27842,10473,BRONX,2058351-DCA,Business,02/28/2019
27843,10550,MOUNT VERNON,1090118-DCA,Business,02/28/2019
27844,10309,STATEN ISLAND,2021242-DCA,Business,03/15/2018
27845,11361,BAYSIDE,2021728-DCA,Business,03/31/2018
27846,11211,BROOKLYN,0889721-DCA,Business,12/31/2017
27847,11368,CORONA,2010761-DCA,Business,07/31/2019
27848,10465,BRONX,2014220-DCA,Individual,02/28/2018
27849,11106,ASTORIA,2059222-DCA,Individual,02/28/2019
27850,11419,SOUTH RICHMOND HILL,2015073-DCA,Business,12/31/2017
27851,10033,NEW YORK,2008589-DCA,Business,12/31/2018
27852,11580,VALLEY STREAM,0898664-DCA,Business,02/28/2019
27853,10314,STATEN ISLAND,1398305-DCA,Business,02/28/2019
27854,11220,BROOKLYN,0887023-DCA,Business,07/31/2019
27855,10035,NEW YORK,1358547-DCA,Business,12/31/2017
27856,11215,BROOKLYN,1136510-DCA,Business,07/31/2019
27857,10472,BRONX,1459907-DCA,Business,02/28/2019
27858,10456,BRONX,2039373-DCA,Individual,02/28/2019
27859,10984,THIELLS,2056656-DCA,Individual,02/28/2019
27860,11434,JAMAICA,1205133-DCA,Business,12/31/2017
27861,11221,BROOKLYN,1350196-DCA,Business,02/28/2019
27862,11211,BROOKLYN,0915833-DCA,Business,02/28/2019
27863,11598,WOODMERE,1118910-DCA,Individual,02/28/2019
27864,10019,NEW YORK,0873623-DCA,Individual,09/30/2018
27865,11415,KEW GARDENS,1310615-DCA,Individual,02/28/2019
27866,11415,KEW GARDENS,1243508-DCA,Business,12/31/2018
27867,11434,JAMAICA,1438567-DCA,Individual,02/28/2019
27868,10011,NEW YORK,1396661-DCA,Individual,02/28/2019
27869,11374,REGO PARK,1379814-DCA,Individual,02/28/2019
27870,11040,NEW HYDE PARK,0850530-DCA,Business,02/28/2019
27871,11420,SOUTH OZONE PARK,1172611-DCA,Business,02/28/2019
27872,10018,NEW YORK,1277206-DCA,Business,02/28/2019
27873,11220,BROOKLYN,1295487-DCA,Business,03/31/2019
27874,10455,BRONX,2032354-DCA,Business,12/31/2018
27875,11225,BROOKLYN,2026061-DCA,Business,12/31/2018
27876,11372,JACKSON HTS,0822312-DCA,Individual,09/30/2018
27877,10075,NEW YORK,1190933-DCA,Business,09/15/2018
27878,10312,STATEN ISLAND,2055641-DCA,Individual,02/28/2019
27879,10472,BRONX,2010091-2147-DCA,Business,12/31/2017
27880,11220,BROOKLYN,1441000-DCA,Business,12/31/2017
27881,11104,SUNNYSIDE,2015420-DCA,Business,02/28/2019
27882,11226,BROOKLYN,1263009-DCA,Business,07/31/2019
27883,11415,KEW GARDENS,1383279-DCA,Individual,02/28/2019
27884,11205,BROOKLYN,2031160-DCA,Business,12/31/2018
27885,10451,BRONX,2055697-DCA,Business,12/31/2017
27886,10461,BRONX,2020603-DCA,Business,06/30/2018
27887,10038,NEW YORK,1375297-DCA,Business,12/31/2018
27888,11216,BROOKLYN,2051211-DCA,Individual,02/28/2019
27889,11434,JAMAICA,1382438-DCA,Individual,09/30/2018
27890,11417,OZONE PARK,1328743-DCA,Business,02/28/2019
27891,10469,BRONX,1305761-DCA,Individual,10/31/2018
27892,11220,BROOKLYN,1399228-DCA,Business,12/31/2017
27893,11203,BROOKLYN,1047807-DCA,Business,12/31/2017
27894,11372,JACKSON HEIGHTS,2010789-DCA,Individual,02/28/2019
27895,11212,BROOKLYN,2000652-DCA,Business,12/31/2017
27896,11203,BROOKLYN,2047490-2-DCA,Business,12/31/2018
27897,11435,JAMAICA,1142500-DCA,Business,07/31/2019
27898,10455,BRONX,2033591-DCA,Business,07/31/2019
27899,11762,MASSAPEQUA PARK,1306799-DCA,Business,02/28/2019
27900,11206,BROOKLYN,1403313-DCA,Business,12/31/2017
27901,10455,BRONX,2058785-DCA,Business,07/31/2019
27902,11211,BROOKLYN,1205207-DCA,Business,12/31/2017
27903,11355,FLUSHING,2007580-DCA,Individual,02/28/2019
27905,10454,BRONX,0781029-DCA,Business,02/28/2019
27906,11235,BROOKLYN,2053212-DCA,Individual,02/28/2019
27907,11223,BROOKLYN,1337129-DCA,Business,12/31/2017
27908,11215,BROOKLYN,1341841-DCA,Business,12/31/2018
27909,10003,NEW YORK,1192051-DCA,Business,03/28/2018
27910,11040,NEW HYDE PARK,1161502-DCA,Business,02/28/2019
27912,10456,BRONX,2052221-DCA,Individual,07/31/2018
27913,11235,BROOKLYN,0895008-DCA,Business,07/31/2019
27914,11598,WOODMERE,2046219-DCA,Individual,02/28/2019
27915,11206,BROOKLYN,1408796-DCA,Business,12/31/2018
27916,11223,BROOKLYN,1201130-DCA,Business,02/28/2019
27917,10704,YONKERS,1287942-DCA,Individual,02/28/2019
27918,10461,BRONX,2050453-DCA,Business,03/31/2018
27919,11416,OZONE PARK,2017814-DCA,Individual,10/31/2018
27920,10065,NEW YORK,1001512-DCA,Business,03/31/2019
27921,10307,STATEN ISLAND,1418795-DCA,Business,02/28/2019
27922,11236,BROOKLYN,2017389-DCA,Individual,09/30/2018
27923,11230,BROOKLYN,1329474-DCA,Business,12/31/2017
27924,11420,SOUTH OZONE PARK,2055173-DCA,Business,02/28/2019
27925,11356,COLLEGE POINT,0756062-DCA,Individual,05/31/2019
27926,10012,NEW YORK,1293493-DCA,Business,09/30/2018
27927,10001,NEW YORK,1460988-DCA,Business,03/31/2019
27928,11419,SOUTH RICHMOND HILL,2048261-DCA,Business,12/31/2018
27929,11361,BAYSIDE,1147735-DCA,Individual,02/28/2019
27930,11420,JAMAICA,1401649-DCA,Individual,02/28/2019
27931,11218,BROOKLYN,1436539-DCA,Business,12/31/2017
27933,11385,GLENDALE,1448917-DCA,Business,02/28/2019
27934,10038,NEW YORK,0926763-DCA,Business,03/31/2019
27935,10022,NEW YORK,0903337-DCA,Business,12/31/2017
27936,10804,NEW ROCHELLE,1284213-DCA,Business,02/28/2019
27938,10472,BRONX,0727105-DCA,Individual,02/28/2019
27939,11435,JAMAICA,2059353-2-DCA,Business,12/31/2018
27940,11374,REGO PARK,2016394-DCA,Individual,04/30/2018
27941,11226,BROOKLYN,1474032-DCA,Business,12/31/2018
27942,11372,JACKSON HEIGHTS,2038250-DCA,Business,11/11/2017
27943,10467,BRONX,1339684-DCA,Business,02/28/2019
27944,10603,WHITE PLAINS,1463608-DCA,Business,02/28/2019
27945,10004,NEW YORK,1276991-DCA,Business,02/28/2019
27946,11432,JAMAICA,1383484-DCA,Business,02/28/2019
27947,10457,BRONX,1424572-DCA,Individual,02/28/2019
27948,11365,FRESH MEADOWS,2033352-DCA,Individual,02/28/2019
27949,10467,BRONX,2019641-DCA,Business,12/31/2018
27950,11209,BROOKLYN,2030905-DCA,Business,03/31/2018
27952,11235,BROOKLYN,2000078-DCA,Business,02/28/2019
27953,11374,REGO PARK,2044661-DCA,Individual,04/30/2018
27954,10012,NEW YORK,1348295-DCA,Business,12/31/2017
27955,10456,BRONX,1151777-DCA,Business,03/31/2019
27956,11693,ROCKAWAY BEACH,1143307-DCA,Business,04/30/2018
27957,11552,WEST HEMPSTEAD,1280160-DCA,Business,03/15/2019
27958,11717,BRENTWOOD,1339457-DCA,Individual,05/31/2019
27959,11372,JACKSON HEIGHTS,1388687-DCA,Business,04/30/2018
27960,10016,NEW YORK,1198622-DCA,Business,05/01/2018
27961,11204,BROOKLYN,1382061-DCA,Business,12/31/2017
27962,10460,BRONX,2027783-2-DCA,Business,12/31/2018
27963,11213,BROOKLYN,1342705-DCA,Business,02/28/2019
27964,11361,BAYSIDE,1158912-DCA,Business,02/28/2019
27965,11226,BROOKLYN,1341744-DCA,Business,12/31/2018
27966,11429,QUEENS VLG,1230262-DCA,Individual,02/28/2019
27967,11229,BROOKLYN,2022077-DCA,Business,03/31/2018
27968,11377,WOODSIDE,0863179-DCA,Individual,05/31/2018
27969,10310,STATEN ISLAND,1114350-DCA,Business,07/31/2019
27971,10012,NEW YORK,1415288-DCA,Business,12/31/2018
27973,10011,NEW YORK,1415219-DCA,Business,03/31/2019
27974,10462,BRONX,1367765-DCA,Business,02/28/2019
27975,10463,BRONX,1081421-DCA,Individual,09/30/2018
27977,11103,ASTORIA,2024797-DCA,Business,02/28/2019
27978,11236,BROOKLYN,1289740-DCA,Individual,09/30/2018
27979,10013,NEW YORK,1255353-DCA,Business,02/28/2019
27981,10461,BRONX,1156924-DCA,Individual,02/28/2018
27982,10460,BRONX,1194839-DCA,Individual,02/28/2019
27983,10018,NEW YORK,2038295-DCA,Business,02/28/2019
27984,10457,BRONX,2050659-DCA,Business,12/31/2018
27985,11423,HOLLIS,1272495-DCA,Individual,02/28/2019
27986,11429,QUEENS VILLAGE,1170400-DCA,Business,02/28/2019
27987,11204,BROOKLYN,1408193-DCA,Business,04/30/2018
27988,11354,FLUSHING,2040945-DCA,Individual,02/28/2018
27989,11208,BROOKLYN,1469765-DCA,Individual,02/28/2019
27990,10036,NEW YORK,1054438-DCA,Business,12/31/2018
27991,10314,STATEN ISLAND,2001100-DCA,Business,02/28/2019
27992,10472,BRONX,1044224-DCA,Business,12/31/2018
27993,10454,BRONX,1274069-DCA,Business,12/31/2017
27994,11518,EAST ROCKAWAY,1314190-DCA,Individual,02/28/2019
27995,11355,FLUSHING,2031978-DCA,Individual,10/31/2018
27996,11229,BROOKLYN,2037639-DCA,Business,03/31/2018
27997,10451,BRONX,1468608-DCA,Business,03/31/2019
27998,11105,ASTORIA,2013300-DCA,Business,02/28/2019
27999,11226,BROOKLYN,2033839-1-DCA,Business,12/31/2017
28000,11218,BROOKLYN,1226525-DCA,Business,07/31/2019
28002,10460,BRONX,2052883-DCA,Business,12/31/2018
28003,10011,NEW YORK,2053445-DCA,Business,04/15/2019
28005,10016,NEW YORK,0866146-DCA,Individual,02/28/2019
28006,10314,STATEN ISLAND,1066061-DCA,Individual,05/31/2019
28007,11224,BROOKLYN,0966393-DCA,Business,07/31/2019
28008,10019,NEW YORK,1466824-DCA,Business,12/31/2018
28009,11218,BROOKLYN,1381297-DCA,Individual,05/31/2019
28010,11105,ASTORIA,1381635-DCA,Business,12/31/2018
28011,11436,S OZONE PARK,0756216-DCA,Individual,02/28/2019
28012,10308,STATEN ISLAND,1311261-DCA,Individual,02/28/2019
28013,11101,LONG ISLAND CITY,2056910-DCA,Business,11/10/2017
28014,11355,FLUSHING,2022139-DCA,Individual,09/30/2018
28015,10016,NEW YORK,1440144-DCA,Business,03/31/2018
28016,11235,BROOKLYN,0982061-DCA,Individual,09/30/2018
28017,11229,BROOKLYN,1312287-DCA,Business,03/31/2018
28018,11233,BROOKLYN,2030167-DCA,Business,12/31/2017
28019,10465,BRONX,1367301-DCA,Individual,05/31/2019
28020,10001,NEW YORK,2054896-2-DCA,Business,12/31/2018
28021,11368,CORONA,2044505-DCA,Business,12/31/2018
28022,10312,STATEN ISLAND,1307975-DCA,Individual,02/28/2019
28023,11354,FLUSHING,1465573-DCA,Individual,10/31/2018
28024,10040,NEW YORK,2017681-DCA,Individual,02/28/2019
28025,11379,MIDDLE VILLAGE,1462950-DCA,Business,02/28/2019
28026,10025,NEW YORK,1162066-DCA,Business,12/31/2018
28027,10314,STATEN ISLAND,1010172-DCA,Individual,02/28/2019
28028,11040,NEW HYDE PARK,1192269-DCA,Business,03/15/2018
28029,10302,STATEN ISLAND,2048733-DCA,Individual,09/30/2018
28030,10309,STATEN ISLAND,1289391-DCA,Business,07/31/2019
28031,11218,BROOKLYN,1434189-DCA,Business,02/28/2019
28032,10307,STATEN ISLAND,1283600-DCA,Business,02/28/2019
28034,11413,LAURELTON,1289345-DCA,Individual,02/28/2019
28035,11379,MIDDLE VLG,1387460-DCA,Individual,02/28/2019
28036,10312,STATEN ISLAND,1214189-DCA,Individual,02/28/2019
28037,11379,MIDDLE VILLAGE,2023308-DCA,Business,02/28/2019
28038,10036,NEW YORK,1306118-DCA,Business,03/31/2018
28039,10009,NEW YORK,2038972-DCA,Business,07/31/2019
28040,11930,AMAGANSETT,2018650-DCA,Business,02/28/2019
28041,11357,WHITESTONE,1074866-DCA,Business,07/31/2019
28042,11365,FLUSHING,2014795-DCA,Individual,10/31/2018
28043,11204,BROOKLYN,1114788-DCA,Individual,05/31/2019
28044,10474,BRONX,1353789-DCA,Individual,05/31/2019
28045,10457,BRONX,1456378-DCA,Business,12/31/2018
28046,10530,HARTSDALE,2045704-DCA,Individual,02/28/2019
28048,11207,BROOKLYN,1310159-DCA,Business,07/31/2019
28049,11375,FOREST HILLS,1259359-DCA,Business,12/31/2017
28050,11212,BROOKLYN,2034576-1-DCA,Business,12/31/2017
28051,11516,CEDARHURST,2042962-DCA,Business,03/15/2019
28052,11238,BROOKLYN,2051846-DCA,Individual,02/28/2019
28053,10023,NEW YORK,1351985-DCA,Business,01/18/2018
28054,10468,BRONX,2019487-DCA,Business,02/28/2019
28055,11233,BROOKLYN,1458218-DCA,Business,12/31/2018
28056,11221,BROOKLYN,1416512-DCA,Business,12/31/2018
28057,10543,MAMARONECK,2013877-DCA,Business,02/28/2019
28058,10301,STATEN ISLAND,2006543-DCA,Business,03/31/2018
28059,10031,NEW YORK,2003779-DCA,Business,07/31/2019
