,Address ZIP,Address City,DCA License Number,License Type,License Expiration Date
1,10018,NEW YORK,2058710-DCA,Business,02/28/2019
2,10460,BRONX,2054939-DCA,Business,02/28/2019
3,11221,BROOKLYN,1400877-DCA,Business,07/31/2019
4,10065,NEW YORK,1139713-DCA,Business,03/15/2018
5,10011,NEW YORK,1215847-DCA,Business,12/31/2017
6,10002,NEW YORK,1420107-DCA,Business,03/15/2019
7,10036,NEW YORK,2060277-DCA,Business,12/31/2019
8,10001,NEW YORK,1177337-DCA,Individual,02/28/2019
9,11366,FRESH MEADOWS,1215364-DCA,Business,12/31/2017
10,11004,GLEN OAKS,1120766-DCA,Individual,02/28/2019
11,11222,BROOKLYN,2040685-DCA,Business,02/28/2019
12,11784,SELDEN,1311289-DCA,Individual,02/28/2019
13,10306,STATEN ISLAND,2047787-DCA,Business,02/28/2019
14,10001,NEW YORK,2041268-DCA,Individual,07/31/2018
15,11691,FAR ROCKAWAY,2058192-DCA,Individual,09/30/2018
16,11237,BROOKLYN,2059665-DCA,Individual,10/31/2018
17,11378,MASPETH,1243660-DCA,Individual,02/28/2019
18,11416,OZONE PARK,1359567-DCA,Individual,02/28/2019
19,11218,BROOKLYN,0760525-DCA,Business,07/31/2019
20,10472,BRONX,2026024-DCA,Individual,10/31/2018
21,11040,NEW HYDE PARK,1474984-DCA,Individual,05/31/2019
22,11413,SPRINGFIELD GARDENS,2027849-DCA,Business,07/31/2019
23,11379,MIDDLE VILLAGE,1277244-DCA,Business,02/28/2019
24,10314,STATEN ISLAND,2021681-DCA,Business,03/15/2018
25,11214,BROOKLYN,1214460-DCA,Business,02/28/2019
26,10036,NEW YORK,1474982-DCA,Business,07/31/2019
27,10454,BRONX,2024392-DCA,Business,06/30/2018
28,11228,BROOKLYN,1129534-DCA,Individual,02/28/2019
29,11101,LONG ISLAND CITY,1214422-DCA,Business,02/28/2019
30,11218,BROOKLYN,2029984-2-DCA,Business,12/31/2018
31,10128,NEW YORK,1386179-DCA,Business,12/31/2017
32,10591,TARRYTOWN,2053305-DCA,Individual,02/28/2019
33,11580,VALLEY STREAM,2047435-DCA,Individual,10/31/2018
34,10314,STATEN ISLAND,1362076-DCA,Business,07/31/2019
35,11218,BROOKLYN,1343245-DCA,Individual,02/28/2019
36,10456,BRONX,2028680-DCA,Business,12/31/2018
37,11106,ASTORIA,2059195-2-DCA,Business,12/31/2018
38,10465,BRONX,1451463-DCA,Individual,02/28/2019
39,10014,NEW YORK,1273537-DCA,Business,12/31/2018
40,10466,BRONX,1044704-DCA,Business,12/31/2018
41,11419,SOUTH RICHMOND HILL,2029138-DCA,Individual,02/28/2019
42,10003,NEW YORK,0970302-DCA,Business,12/31/2017
43,10462,BRONX,0963598-DCA,Individual,09/30/2018
44,11215,BROOKLYN,1297466-DCA,Business,12/31/2017
45,10456,BRONX,1469059-DCA,Business,12/31/2018
46,11214,BROOKLYN,2016826-1-DCA,Business,12/31/2017
47,11433,JAMAICA,1203411-DCA,Business,03/31/2019
48,11219,BROOKLYN,1450436-DCA,Business,02/28/2019
49,10075,NEW YORK,2022417-DCA,Business,03/31/2019
50,11385,RIDGEWOOD,2032628-DCA,Business,07/31/2019
51,11220,BROOKLYN,2013891-DCA,Individual,10/31/2018
52,11021,GREAT NECK,1319452-DCA,Business,01/31/2019
53,10930,HIGHLAND MLS,1244060-DCA,Individual,02/28/2019
55,11596,WILLISTON PARK,2054777-DCA,Individual,05/31/2019
56,11216,BROOKLYN,1412504-DCA,Business,12/31/2017
57,11421,WOODHAVEN,2033616-DCA,Business,03/15/2019
58,11204,BROOKLYN,2018835-DCA,Business,03/15/2019
59,10016,NEW YORK,1257055-DCA,Business,04/15/2019
60,11377,WOODSIDE,1468171-DCA,Individual,09/30/2018
61,11377,WOODSIDE,1195606-DCA,Business,02/28/2019
62,11218,BROOKLYN,2048920-DCA,Business,02/28/2019
63,10459,BRONX,0910550-DCA,Individual,09/30/2018
64,10303,STATEN ISLAND,1278178-DCA,Business,12/31/2018
65,11230,BROOKLYN,0959564-DCA,Business,07/31/2019
67,10466,BRONX,1471555-DCA,Individual,02/28/2019
68,11356,COLLEGE POINT,1007570-DCA,Business,07/31/2019
69,11413,LAURELTON,2003111-DCA,Individual,02/28/2019
70,10463,BRONX,1259367-DCA,Individual,02/28/2019
71,11237,BROOKLYN,0869940-DCA,Individual,09/30/2018
72,10314,STATEN ISLAND,2033157-DCA,Business,02/28/2019
73,10013,NEW YORK,1136967-DCA,Business,03/31/2018
74,10701,YONKERS,1414078-DCA,Business,02/28/2019
75,11217,BROOKLYN,1219900-DCA,Business,12/15/2018
76,11214,BROOKLYN,1102088-DCA,Business,12/31/2017
77,10026,NEW YORK,2053454-DCA,Business,12/15/2019
78,11220,BROOKLYN,2015014-DCA,Business,12/31/2018
79,10314,STATEN ISLAND,2045578-DCA,Individual,02/28/2019
80,11554,EAST MEADOW,1248919-DCA,Business,02/28/2019
81,11207,BROOKLYN,2030996-2-DCA,Business,12/31/2018
82,10128,NEW YORK,1400177-DCA,Business,12/31/2017
83,11103,ASTORIA,2040871-DCA,Business,06/30/2018
84,10304,STATEN ISLAND,0870238-DCA,Individual,05/31/2019
85,11218,BROOKLYN,1204731-DCA,Business,12/31/2017
86,11229,BROOKLYN,2033052-DCA,Business,03/31/2018
87,11212,BROOKLYN,1442467-DCA,Business,12/31/2017
88,10705,YONKERS,2017647-DCA,Individual,02/28/2019
89,11232,BROOKLYN,1269932-DCA,Business,02/28/2019
90,11220,BROOKLYN,1132559-DCA,Business,02/28/2019
91,10472,BRONX,1120915-DCA,Individual,09/30/2018
92,10310,STATEN ISLAND,0980108-DCA,Individual,02/28/2019
93,10012,NEW YORK,2051650-DCA,Individual,02/28/2018
95,11228,BROOKLYN,0873575-DCA,Individual,02/28/2019
96,11417,OZONE PARK,2021544-DCA,Business,07/31/2019
97,10312,STATEN ISLAND,1207080-DCA,Business,12/31/2018
98,11214,BROOKLYN,0955879-DCA,Business,06/30/2018
99,11237,BROOKLYN,1132582-DCA,Business,12/31/2017
100,10312,STATEN ISLAND,1302135-DCA,Individual,02/28/2019
101,11214,BROOKLYN,1259801-DCA,Business,03/15/2019
102,10004,NEW YORK,0802664-DCA,Business,03/31/2018
103,10002,NEW YORK,2012119-DCA,Business,03/31/2018
104,11368,CORONA,2046123-DCA,Business,03/31/2018
105,11203,BROOKLYN,1428627-DCA,Business,12/31/2017
106,10032,NEW YORK,2020139-DCA,Business,02/28/2019
107,10451,BRONX,2042477-DCA,Business,03/31/2018
108,11218,BROOKLYN,1012362-DCA,Business,02/28/2019
109,10003,NEW YORK,1403536-DCA,Business,12/31/2018
110,11237,BROOKLYN,2040438-DCA,Business,12/31/2018
111,10454,BRONX,0989161-DCA,Business,04/30/2018
112,11224,BROOKLYN,2060130-DCA,Business,06/30/2018
113,11418,RICHMOND HILL,2049636-DCA,Business,02/28/2019
115,11754,KINGS PARK,1313094-DCA,Business,02/28/2019
116,10466,BRONX,1418945-DCA,Business,02/28/2019
117,11357,WHITESTONE,1047021-DCA,Business,12/31/2017
118,11231,BROOKLYN,1409912-DCA,Business,07/31/2019
119,11746,DIX HILLS,2027701-DCA,Business,02/28/2019
120,10019,NEW YORK,0957433-DCA,Individual,05/31/2018
121,10472,BRONX,1424461-DCA,Business,03/31/2018
122,11422,ROSEDALE,0936004-DCA,Business,12/31/2017
123,11102,ASTORIA,2012522-DCA,Business,02/28/2019
124,11385,RIDGEWOOD,1464706-DCA,Business,02/28/2019
125,11374,REGO PARK,2036405-DCA,Business,07/31/2019
126,11385,RIDGEWOOD,1108536-DCA,Business,12/31/2018
127,10467,BRONX,1290246-DCA,Business,12/31/2018
128,11357,WHITESTONE,0917822-DCA,Individual,02/28/2019
129,11726,COPIAGUE,1318497-DCA,Business,02/28/2019
131,10305,STATEN ISLAND,2010967-DCA,Business,06/30/2018
132,10001,NEW YORK,1420265-DCA,Business,12/31/2017
133,10016,NEW YORK,2022419-DCA,Business,03/31/2019
134,11104,SUNNYSIDE,2041155-1-DCA,Business,12/31/2017
135,11414,HOWARD BEACH,1159079-DCA,Business,02/28/2019
136,10128,NEW YORK,2003520-DCA,Business,12/31/2017
137,10021,NEW YORK,0970422-DCA,Individual,02/28/2018
138,11545,GLEN HEAD,1311679-DCA,Business,02/28/2019
139,11215,BROOKLYN,1015500-DCA,Business,07/31/2019
140,11218,BROOKLYN,1194786-DCA,Individual,02/28/2019
141,11421,WOODHAVEN,0860770-DCA,Individual,05/31/2019
142,10453,BRONX,2051907-DCA,Business,03/31/2018
143,10016,NEW YORK,1069433-DCA,Business,12/31/2017
144,11426,BELLEROSE,0912276-DCA,Business,02/28/2019
145,11378,MASPETH,0501053-DCA,Business,12/31/2017
146,11356,COLLEGE POINT,2034348-DCA,Business,02/28/2019
147,11373,ELMHURST,0932616-DCA,Business,12/31/2017
148,11361,BAYSIDE,2043411-DCA,Individual,02/28/2019
149,10460,BRONX,1307021-DCA,Individual,10/31/2018
150,11354,FLUSHING,1449881-DCA,Business,01/16/2018
151,11224,BROOKLYN,1421469-DCA,Individual,02/28/2019
152,10462,BRONX,1157890-DCA,Business,12/31/2017
153,10462,BRONX,2057578-DCA,Individual,07/31/2018
154,11101,LONG ISLAND CITY,1215785-DCA,Business,02/28/2019
155,11374,REGO PARK,2033313-DCA,Individual,02/28/2019
156,11220,BROOKLYN,1385319-DCA,Business,12/31/2018
157,11375,FOREST HILLS,2030146-DCA,Business,02/28/2019
158,10461,BRONX,1217131-DCA,Business,12/31/2017
159,11419,SOUTH RICHMOND HILL,1352117-DCA,Business,02/28/2019
160,11786,SHOREHAM,2034529-DCA,Business,02/28/2019
161,11231,BROOKLYN,2031725-2-DCA,Business,12/31/2018
162,11373,ELMHURST,1396258-DCA,Business,03/31/2018
163,11215,BROOKLYN,1062531-DCA,Individual,02/28/2019
164,11509,ATLANTIC BEACH,2050629-DCA,Individual,02/28/2019
165,11417,OZONE PARK,2047946-DCA,Business,02/28/2019
166,11218,BROOKLYN,1004329-DCA,Business,02/28/2019
167,11416,OZONE PARK,2052078-DCA,Business,03/15/2018
168,11423,HOLLIS,2030198-DCA,Individual,02/28/2019
169,10036,NEW YORK,0805954-DCA,Business,07/31/2019
170,11378,MASPETH,0826417-DCA,Individual,05/31/2018
171,11206,BROOKLYN,2047640-DCA,Individual,10/31/2018
172,11374,REGO PARK,1436840-DCA,Business,09/30/2018
173,11435,JAMAICA,1105465-DCA,Business,12/31/2017
174,10465,BRONX,1459004-DCA,Business,02/28/2019
175,11422,ROSEDALE,2026383-DCA,Business,02/28/2019
176,11219,BROOKLYN,1137791-DCA,Individual,02/28/2019
177,10516,COLD SPRING,1271834-DCA,Business,02/28/2019
178,11418,RICHMOND HILL,2016791-1-DCA,Business,12/31/2017
179,11434,JAMAICA,2052955-DCA,Individual,05/31/2019
180,11231,BROOKLYN,1110604-DCA,Business,12/31/2018
181,10009,NEW YORK,1390282-DCA,Business,12/31/2018
182,11234,BROOKLYN,2001344-DCA,Business,12/31/2017
183,11691,FAR ROCKAWAY,1331685-DCA,Business,12/31/2017
184,11231,BROOKLYN,1306678-DCA,Business,12/31/2018
185,11427,QUEENS VILLAGE,2004717-DCA,Individual,02/28/2019
186,11354,FLUSHING,2033226-DCA,Individual,02/28/2019
187,11220,BROOKLYN,1344070-DCA,Business,03/31/2018
188,10004,NEW YORK,1150033-DCA,Business,07/31/2019
189,11356,COLLEGE POINT,2010288-DCA,Business,06/30/2018
190,11356,COLLEGE POINT,1044116-DCA,Business,12/31/2018
191,10467,BRONX,1199674-DCA,Business,02/28/2019
192,10034,NEW YORK,2052391-DCA,Individual,10/31/2018
193,11222,BROOKLYN,1338357-DCA,Business,12/31/2017
194,11354,FLUSHING,2025028-DCA,Business,02/28/2019
197,11211,BROOKLYN,1273048-DCA,Business,12/31/2018
198,11224,BROOKLYN,2000751-DCA,Business,02/28/2019
199,11420,S OZONE PARK,1184574-DCA,Individual,02/28/2019
200,11741,HOLBROOK,2031384-DCA,Individual,02/28/2019
201,11415,KEW GARDENS,1042425-DCA,Business,12/31/2017
204,11378,MASPETH,1127550-DCA,Individual,10/31/2018
205,11101,LONG ISLAND CITY,1224848-DCA,Business,02/28/2019
206,11422,ROSEDALE,1111941-DCA,Business,02/28/2019
207,11413,SPRINGFIELD GARDENS,2006740-DCA,Business,02/28/2019
208,11735,FARMINGDALE,2054266-DCA,Individual,02/28/2019
209,11229,BROOKLYN,1231455-DCA,Individual,05/31/2019
210,11433,JAMAICA,1419634-DCA,Individual,02/28/2019
211,10017,NEW YORK,1418337-DCA,Business,03/31/2018
212,11219,BROOKLYN,1262088-DCA,Business,12/31/2017
214,11226,BROOKLYN,1053261-DCA,Business,12/31/2017
215,10031,NEW YORK,1040415-DCA,Individual,09/30/2018
216,10306,STATEN ISLAND,1432379-DCA,Individual,02/28/2018
218,11232,BROOKLYN,1325871-DCA,Business,03/31/2018
219,10027,NEW YORK,0927134-DCA,Business,12/31/2017
220,10468,BRONX,2058422-DCA,Business,06/30/2018
221,10101,NEW YORK,1040874-DCA,Individual,09/30/2018
222,10014,NEW YORK,2059578-DCA,Business,03/31/2019
223,11428,QUEENS VLG,1129935-DCA,Business,12/30/2017
224,11372,JACKSON HEIGHTS,0992900-DCA,Business,12/31/2017
225,11423,HOLLIS,1261933-DCA,Individual,02/28/2019
226,10029,NEW YORK,1423685-DCA,Business,12/31/2017
227,11219,BROOKLYN,1316163-DCA,Business,02/28/2019
228,11559,LAWRENCE,2039531-DCA,Individual,10/31/2018
229,11101,LONG ISLAND CITY,0905134-DCA,Business,02/28/2019
230,11228,BROOKLYN,1079224-DCA,Individual,02/28/2019
231,11692,ARVERNE,1175044-DCA,Individual,05/31/2019
232,11212,BROOKLYN,1119000-DCA,Business,07/31/2019
233,11435,JAMAICA,2054782-DCA,Individual,02/28/2019
234,10301,STATEN ISLAND,2051320-2-DCA,Business,12/31/2018
235,11419,SOUTH RICHMOND HILL,2056780-DCA,Business,02/28/2019
236,11358,FLUSHING,1047308-DCA,Business,12/31/2018
238,10017,NEW YORK,2028881-DCA,Business,04/15/2019
239,11219,BROOKLYN,2044415-DCA,Business,02/28/2019
240,11201,BROOKLYN,1355218-DCA,Business,12/31/2018
241,11208,BROOKLYN,1085837-DCA,Individual,10/31/2018
242,11378,MASPETH,1175395-DCA,Business,03/15/2019
243,11102,ASTORIA,1185169-DCA,Business,02/28/2019
244,11367,FLUSHING,1417171-DCA,Business,06/30/2018
245,10009,NEW YORK,1447839-DCA,Business,07/31/2019
246,11236,BROOKLYN,1297153-DCA,Business,02/28/2019
247,11010,FRANKLIN SQUARE,1383149-DCA,Individual,05/31/2019
248,10018,NEW YORK,2033989-DCA,Business,06/30/2018
249,10035,NEW YORK,1163601-DCA,Business,01/06/2018
250,11552,WEST HEMPSTEAD,2030498-DCA,Individual,02/28/2019
251,11414,HOWARD BEACH,0955869-DCA,Individual,02/28/2019
252,11225,BROOKLYN,2047288-DCA,Individual,07/31/2018
253,11204,BROOKLYN,1294761-DCA,Business,02/28/2019
254,10801,NEW ROCHELLE,1228421-DCA,Individual,10/31/2018
255,10458,BRONX,1306309-DCA,Business,12/31/2017
256,11106,ASTORIA,1303875-DCA,Business,02/28/2019
257,11003,ELMONT,1370483-DCA,Business,02/28/2019
258,10002,NEW YORK,1461127-DCA,Business,12/31/2018
259,11234,BROOKLYN,0802801-DCA,Business,02/28/2019
260,11101,LONG ISLAND CITY,1000335-DCA,Business,04/30/2018
261,10468,BRONX,1293309-DCA,Business,12/31/2018
262,10032,NEW YORK,2039078-DCA,Business,03/31/2019
263,10032,NEW YORK,2046148-DCA,Business,12/31/2018
264,10466,BRONX,2034021-DCA,Business,02/28/2019
265,11385,GLENDALE,2050243-DCA,Individual,10/31/2018
266,10029,NEW YORK,1377517-DCA,Business,03/31/2018
267,10471,BRONX,1240139-DCA,Business,02/28/2019
268,10453,BRONX,1168377-DCA,Business,12/31/2017
269,11435,JAMAICA,2035979-DCA,Business,02/28/2019
270,11421,WOODHAVEN,1465565-DCA,Business,03/31/2018
271,11228,BROOKLYN,0990242-DCA,Business,02/28/2019
272,11554,EAST MEADOW,0925998-DCA,Individual,02/28/2019
273,11435,JAMAICA,2037423-DCA,Business,06/30/2018
275,10029,NEW YORK,1326737-DCA,Business,03/31/2018
276,11213,BROOKLYN,1205564-DCA,Business,07/31/2019
277,11427,QUEENS VLG,1421090-DCA,Business,12/31/2017
278,11220,BROOKLYN,1470432-DCA,Business,12/31/2018
279,11763,medford,2048185-DCA,Individual,02/28/2019
280,11232,BROOKLYN,1473515-DCA,Business,02/28/2019
281,10314,STATEN ISLAND,2007635-DCA,Business,04/30/2018
282,10455,BRONX,2048220-2-DCA,Business,12/31/2018
283,11580,VALLEY STREAM,1264761-DCA,Business,02/28/2019
284,11234,BROOKLYN,1210268-DCA,Business,12/31/2017
285,11235,BROOKLYN,1104256-DCA,Business,07/31/2019
286,10038,NEW YORK,1250069-DCA,Individual,09/30/2018
287,11003,ELMONT,2054957-DCA,Individual,02/28/2019
288,11234,BROOKLYN,1238733-DCA,Business,06/30/2018
289,10037,NEW YORK,2015401-DCA,Individual,09/30/2018
290,11375,FOREST HILLS,1329598-DCA,Business,12/31/2018
291,11203,BROOKLYN,1259800-DCA,Individual,02/28/2019
292,10009,NEW YORK,2038112-DCA,Business,12/31/2017
293,11229,BROOKLYN,2018091-2-DCA,Business,12/31/2018
294,10301,STATEN ISLAND,1472197-DCA,Individual,10/31/2018
296,10301,STATEN ISLAND,2005704-1313-DCA,Business,12/31/2017
297,11102,ASTORIA,2044219-1-DCA,Business,12/31/2017
298,10033,NEW YORK,0921794-DCA,Individual,02/28/2019
299,11209,BROOKLYN,0308861-DCA,Business,12/31/2017
300,11228,BROOKLYN,2058679-DCA,Individual,02/28/2019
301,10704,YONKERS,1388002-DCA,Business,03/15/2019
303,10022,NEW YORK,1207731-DCA,Business,07/31/2019
304,11435,JAMAICA,1340506-DCA,Business,12/31/2018
305,10469,BRONX,1184103-DCA,Individual,02/28/2019
306,10019,NEW YORK,1380854-DCA,Business,12/31/2018
307,11411,CAMBRIA HTS,1070787-DCA,Business,12/31/2017
308,10306,STATEN ISLAND,2050168-DCA,Business,02/28/2019
309,11423,HOLLIS,0910586-DCA,Individual,02/28/2019
310,10461,BRONX,2008912-DCA,Business,07/31/2019
311,11375,FOREST HILLS,2049998-DCA,Business,12/31/2018
312,11374,REGO PARK,1387858-DCA,Business,12/31/2018
313,11201,BROOKLYN,1280325-DCA,Business,03/31/2019
314,10018,NEW YORK,1176084-DCA,Business,12/31/2018
315,11219,BROOKLYN,1396262-DCA,Individual,05/31/2019
316,10032,NEW YORK,0953645-DCA,Business,01/06/2018
317,11423,HOLLIS,1089180-DCA,Business,07/31/2019
318,11235,BROOKLYN,1375874-DCA,Business,03/31/2018
319,10573,PORT CHESTER,1287841-DCA,Business,02/28/2019
320,10002,NEW YORK,1356059-DCA,Business,06/30/2018
321,11422,ROSEDALE,2007429-DCA,Individual,02/28/2019
322,10035,NEW YORK,1325492-DCA,Business,03/31/2019
323,11372,JACKSON HEIGHTS,1459375-DCA,Business,02/28/2019
324,11733,EAST SETAUKET,2016841-DCA,Business,02/28/2019
325,11752,ISLIP TERRACE,2054363-DCA,Individual,02/28/2019
326,10018,NEW YORK,2045372-DCA,Individual,07/31/2018
328,11235,BROOKLYN,1255361-DCA,Business,02/28/2019
329,10467,BRONX,1415253-DCA,Business,03/31/2018
330,11212,BROOKLYN,2039619-1-DCA,Business,12/31/2017
331,11102,ASTORIA,1189656-DCA,Business,12/31/2017
332,11378,MASPETH,1416677-DCA,Business,04/30/2018
333,11372,JACKSON HEIGHTS,1412752-DCA,Business,12/31/2018
334,11416,OZONE PARK,1434412-DCA,Business,06/30/2018
335,11204,BROOKLYN,1446106-DCA,Business,02/28/2019
337,11385,RIDGEWOOD,2021039-DCA,Individual,02/28/2019
338,11010,FRANKLIN SQ,1201757-DCA,Individual,02/28/2019
339,10473,BRONX,2050517-DCA,Business,12/31/2018
340,10075,NEW YORK,2050850-DCA,Business,12/15/2019
341,11428,QUEENS VILLAGE,2055774-DCA,Business,02/28/2019
342,11237,BROOKLYN,2020261-DCA,Business,04/15/2019
343,10305,STATEN ISLAND,2059604-DCA,Individual,04/30/2018
344,10040,NEW YORK,2059466-2-DCA,Business,12/31/2018
345,10308,STATEN ISLAND,2047653-DCA,Individual,02/28/2019
346,11010,FRANKLIN SQUARE,2023779-DCA,Individual,02/28/2019
347,10036,NEW YORK,1318885-DCA,Business,07/31/2019
348,10469,BRONX,1470180-DCA,Business,02/28/2019
349,10460,BRONX,2032173-2-DCA,Business,12/31/2018
350,11223,BROOKLYN,2010032-DCA,Individual,10/31/2018
351,10029,New York,1454978-DCA,Individual,10/31/2018
352,10314,STATEN ISLAND,1426254-DCA,Individual,02/28/2019
353,11223,BROOKLYN,1351576-DCA,Business,02/28/2019
354,11355,FLUSHING,1324805-DCA,Individual,02/28/2019
355,10031,NEW YORK,1174512-DCA,Business,07/31/2019
356,10128,NEW YORK,1464701-DCA,Individual,02/28/2019
357,10459,BRONX,1413995-DCA,Business,12/31/2017
358,10012,NEW YORK,0917046-DCA,Business,02/28/2019
359,11230,BROOKLYN,2021404-DCA,Individual,02/28/2019
360,11378,MASPETH,1221054-DCA,Business,02/28/2019
361,11421,WOODHAVEN,1167101-DCA,Individual,02/28/2019
362,11204,BROOKLYN,2044242-DCA,Individual,02/28/2019
363,11356,COLLEGE POINT,0921886-DCA,Individual,10/31/2018
364,10009,NEW YORK,2018726-2-DCA,Business,12/31/2018
365,10916,CAMPBELL HALL,1466517-DCA,Individual,02/28/2019
366,11372,JACKSON HTS,1469812-DCA,Business,12/31/2018
367,11104,SUNNYSIDE,1471525-DCA,Individual,02/28/2019
368,11726,COPIAGUE,2057162-DCA,Individual,02/28/2019
370,11558,ISLAND PARK,1250936-DCA,Business,03/15/2018
371,10010,NEW YORK,2050844-DCA,Business,12/15/2019
372,10453,BRONX,2038657-DCA,Individual,10/31/2018
373,10454,BRONX,2046055-DCA,Business,02/28/2019
374,11223,BROOKLYN,1277304-DCA,Business,02/28/2019
375,10033,NEW YORK,2033612-DCA,Business,07/31/2019
376,11235,BROOKLYN,2057189-DCA,Business,07/31/2019
377,11360,BAYSIDE,1253473-DCA,Business,02/28/2019
378,10314,STATEN ISLAND,1457587-DCA,Business,02/28/2019
379,11226,BROOKLYN,1310368-DCA,Individual,02/28/2019
380,10454,BRONX,2056484-2-DCA,Business,12/31/2018
381,10025,NEW YORK,2021277-DCA,Business,04/15/2019
382,11432,JAMAICA,2051745-DCA,Business,02/28/2019
383,11368,CORONA,2033823-DCA,Business,02/28/2019
384,11354,FLUSHING,1126747-DCA,Business,06/30/2018
385,10028,NEW YORK,1075964-DCA,Business,03/15/2019
386,10027,NEW YORK,2041412-DCA,Individual,07/31/2018
387,11224,BROOKLYN,2047623-DCA,Business,12/31/2018
388,11215,BROOKLYN,2006024-DCA,Business,12/31/2017
389,10035,NEW YORK,2049173-DCA,Business,03/31/2019
390,11225,BROOKLYN,2028195-2-DCA,Business,12/31/2018
391,11208,BROOKLYN,1335234-DCA,Business,12/31/2018
392,11234,BROOKLYN,2008868-DCA,Business,12/31/2017
393,10472,BRONX,0915912-DCA,Individual,09/30/2018
394,11235,BROOKLYN,2034301-DCA,Business,06/30/2018
395,10306,STATEN ISLAND,1003559-DCA,Business,02/28/2019
396,10314,STATEN ISLAND,2010131-DCA,Business,04/30/2018
397,11418,RICHMOND HILL,1261588-DCA,Business,02/28/2019
398,11422,ROSEDALE,2050666-DCA,Business,12/31/2018
399,11234,BROOKLYN,1445256-DCA,Business,06/30/2018
400,11101,LONG ISLAND CITY,2015114-DCA,Business,04/30/2018
401,10301,STATEN ISLAND,1372235-DCA,Business,03/31/2019
402,10463,BRONX,1435531-DCA,Business,12/31/2017
403,11101,LONG ISLAND CITY,2010068-DCA,Business,02/28/2019
404,10022,NEW YORK,2042927-DCA,Business,12/31/2017
405,11223,BROOKLYN,1018004-DCA,Individual,09/30/2018
406,10003,NEW YORK,1182385-DCA,Business,03/31/2019
407,11434,JAMAICA,1465934-DCA,Business,12/31/2018
408,11218,BROOKLYN,1457710-DCA,Business,12/31/2018
409,11372,JACKSON HEIGHTS,1381360-DCA,Business,07/31/2019
410,11377,WOODSIDE,2050091-DCA,Business,07/31/2019
411,11377,WOODSIDE,2028534-DCA,Business,07/31/2019
412,11223,brooklyn,1206294-DCA,Individual,10/31/2018
413,11214,BROOKLYN,2020507-DCA,Business,11/01/2017
414,10306,STATEN ISLAND,0779005-DCA,Individual,02/28/2019
415,10301,STATEN ISLAND,1469761-DCA,Individual,02/28/2019
416,11385,RIDGEWOOD,2026140-DCA,Individual,02/28/2019
417,11040,NEW HYDE PARK,2059333-DCA,Business,02/28/2019
418,10305,STATEN ISLAND,1470758-DCA,Business,02/28/2019
419,11105,ASTORIA,2054725-DCA,Business,03/15/2018
420,11207,BROOKLYN,0941455-DCA,Business,04/30/2018
421,11101,LONG ISLAND CITY,2059773-DCA,Individual,02/28/2019
422,11238,BROOKLYN,2045999-1-DCA,Business,12/31/2017
423,11231,BROOKLYN,1250593-DCA,Business,03/31/2018
424,11355,FLUSHING,2016007-DCA,Business,06/30/2018
425,11694,ROCKAWAY PARK,2034049-DCA,Individual,02/28/2019
426,10014,NEW YORK,1341459-DCA,Business,03/31/2019
427,11417,OZONE PARK,2057188-DCA,Business,07/31/2019
428,10472,BRONX,1378545-DCA,Business,12/31/2017
429,11104,SUNNYSIDE,2008998-1895-DCA,Business,12/31/2017
430,10032,NEW YORK,2024910-DCA,Business,12/31/2018
431,11378,MASPETH,2041956-DCA,Business,02/28/2019
432,10019,NEW YORK,2026979-DCA,Business,02/28/2019
433,10309,STATEN ISLAND,1393655-DCA,Individual,05/31/2019
434,10314,STATEN ISLAND,1270660-DCA,Business,12/31/2018
435,11205,BROOKLYN,1412051-DCA,Business,12/31/2017
436,10036,NEW YORK,1412043-DCA,Business,07/31/2019
437,11598,WOODMERE,2024423-DCA,Individual,02/28/2019
438,10012,NEW YORK,1280617-DCA,Individual,09/30/2018
439,11415,KEW GARDENS,2046695-DCA,Business,12/31/2017
440,11235,BROOKLYN,1258708-DCA,Business,02/28/2019
441,10075,NEW YORK,0979320-DCA,Business,12/15/2017
442,10028,NEW YORK,1308591-DCA,Business,03/31/2019
443,10302,STATEN ISLAND,2051890-DCA,Individual,10/31/2018
444,11040,NEW HYDE PARK,0863268-DCA,Individual,02/28/2019
445,11212,BROOKLYN,1065960-DCA,Individual,05/31/2019
446,11213,BROOKLYN,2046164-DCA,Business,02/28/2019
447,10474,BRONX,0690724-DCA,Business,07/31/2019
448,11580,VALLEY STREAM,0988922-DCA,Individual,05/31/2019
449,11236,BROOKLYN,1376593-DCA,Business,12/31/2017
450,10461,BRONX,2040259-DCA,Business,06/30/2018
451,11385,RIDGEWOOD,1447533-DCA,Business,12/31/2017
452,11209,BROOKLYN,2008809-DCA,Business,06/30/2018
453,11756,LEVITTOWN,2037687-DCA,Business,02/28/2019
454,10306,STATEN ISLAND,1261408-DCA,Individual,02/28/2019
455,10704,YONKERS,1256224-DCA,Individual,10/31/2018
457,11710,BELLMORE,1218624-DCA,Business,02/28/2019
458,11570,ROCKVILLE CENTRE,1250111-DCA,Individual,02/28/2019
459,11428,QUEENS VILLAGE,1193699-DCA,Individual,02/28/2019
460,10018,NEW YORK,1243670-DCA,Business,06/30/2018
462,10458,BRONX,1379012-DCA,Business,12/31/2018
463,11702,BABYLON,1223658-DCA,Business,02/28/2019
464,10454,BRONX,1468845-DCA,Business,07/31/2019
465,10075,NEW YORK,1101229-DCA,Individual,02/28/2019
