,population,zipcode,geo_id
503923,9105,14467,8600000US14467
506507,7192,14489,8600000US14489
507497,847,13469,8600000US13469
510470,470,12421,8600000US12421
510793,5499,12962,8600000US12962
511219,1649,12759,8600000US12759
512192,1137,13744,8600000US13744
515135,24861,11416,8600000US11416
515475,3589,11719,8600000US11719
516072,1453,14778,8600000US14778
516085,351,12741,8600000US12741
517163,1920,12116,8600000US12116
517295,2520,14813,8600000US14813
518045,11073,14454,8600000US14454
518051,1590,14889,8600000US14889
518692,26583,11967,8600000US11967
519448,29030,11727,8600000US11727
520791,22789,14617,8600000US14617
521597,2249,13673,8600000US13673
523244,28937,12010,8600000US12010
524315,20087,14456,8600000US14456
525225,5137,12143,8600000US12143
525491,736,12873,8600000US12873
527546,2365,14516,8600000US14516
529060,158,12924,8600000US12924
530453,172,12720,8600000US12720
530653,124,12530,8600000US12530
532179,9858,14006,8600000US14006
532325,3109,12520,8600000US12520
533485,19104,13790,8600000US13790
535151,600,12843,8600000US12843
536678,1344,14054,8600000US14054
537313,14749,14619,8600000US14619
537794,10170,10553,8600000US10553
538573,953,12442,8600000US12442
539128,1646,13661,8600000US13661
539387,784,14820,8600000US14820
540396,36,14168,8600000US14168
541939,66631,10469,8600000US10469
542055,3516,12134,8600000US12134
544017,3152,14543,8600000US14543
544344,345,12174,8600000US12174
545336,388,12448,8600000US12448
545489,314,13494,8600000US13494
546761,25307,12533,8600000US12533
547375,497,12444,8600000US12444
547775,1719,13608,8600000US13608
547834,66636,11372,8600000US11372
550672,63488,11215,8600000US11215
552829,20135,10543,8600000US10543
553094,6262,12090,8600000US12090
553289,2164,14560,8600000US14560
555897,8617,13035,8600000US13035
556449,857,12837,8600000US12837
556590,0,10171,8600000US10171
558544,3895,13131,8600000US13131
559019,76103,10468,8600000US10468
560112,16582,13662,8600000US13662
560449,142,12874,8600000US12874
560905,40222,11704,8600000US11704
562600,10088,13642,8600000US13642
563609,39889,14224,8600000US14224
566388,7567,14903,8600000US14903
568168,5716,12305,8600000US12305
568441,75220,11218,8600000US11218
569400,237,14041,8600000US14041
569877,3010,12015,8600000US12015
570154,2285,14058,8600000US14058
572058,2225,14781,8600000US14781
572401,17590,11426,8600000US11426
573516,2312,12780,8600000US12780
574503,5569,14867,8600000US14867
574709,1398,11932,8600000US11932
576056,18949,11733,8600000US11733
576607,2603,12835,8600000US12835
577027,306,12169,8600000US12169
577722,1217,12903,8600000US12903
578533,5848,13753,8600000US13753
578580,8019,14445,8600000US14445
578602,991,13788,8600000US13788
579268,1092,13750,8600000US13750
579827,31847,14086,8600000US14086
582052,1469,13348,8600000US13348
582675,1228,13755,8600000US13755
583979,295,12139,8600000US12139
584750,14046,14222,8600000US14222
585321,516,12965,8600000US12965
586104,18511,11790,8600000US11790
587492,7353,14085,8600000US14085
587889,12604,10530,8600000US10530
587995,8370,11558,8600000US11558
588164,26540,12804,8600000US12804
588550,2196,12023,8600000US12023
589071,20300,10038,8600000US10038
589617,6932,14779,8600000US14779
592967,781,14878,8600000US14878
593079,59129,11434,8600000US11434
593285,0,10311,8600000US10311
593651,160,12161,8600000US12161
595694,28606,11361,8600000US11361
595988,27273,11530,8600000US11530
596202,43600,11374,8600000US11374
599031,396,14173,8600000US14173
599579,6756,10996,8600000US10996
600937,326,13103,8600000US13103
605704,2448,14873,8600000US14873
606679,3181,13667,8600000US13667
606878,403,12819,8600000US12819
608732,5475,14801,8600000US14801
608779,2474,12149,8600000US12149
608802,1236,13796,8600000US13796
609666,793,14839,8600000US14839
610720,1074,12934,8600000US12934
611211,2197,13620,8600000US13620
613140,5981,14303,8600000US14303
613989,5457,13624,8600000US13624
614555,546,12952,8600000US12952
614954,1980,12440,8600000US12440
616257,1132,13485,8600000US13485
616294,5790,10506,8600000US10506
616442,678,14824,8600000US14824
619810,24931,13069,8600000US13069
620698,9464,14001,8600000US14001
620775,8968,11777,8600000US11777
620978,6617,13135,8600000US13135
621843,158,12722,8600000US12722
622527,938,14842,8600000US14842
623005,2742,14034,8600000US14034
623355,894,12824,8600000US12824
624044,6408,10507,8600000US10507
624057,634,12480,8600000US12480
624766,259,12483,8600000US12483
625243,27357,10308,8600000US10308
625359,3806,13743,8600000US13743
626432,1214,14143,8600000US14143
627948,180,12961,8600000US12961
628240,846,13690,8600000US13690
628796,2416,10537,8600000US10537
629026,3305,13417,8600000US13417
629357,8679,10706,8600000US10706
629525,2733,12484,8600000US12484
630661,483,12433,8600000US12433
630741,28032,11729,8600000US11729
631906,124,13124,8600000US13124
632067,2891,12547,8600000US12547
634242,2716,13606,8600000US13606
634443,1223,11739,8600000US11739
634471,1914,13026,8600000US13026
635117,92221,11219,8600000US11219
635128,9454,11740,8600000US11740
635248,416,12108,8600000US12108
639742,14487,14564,8600000US14564
640291,19857,11726,8600000US11726
646744,281,10975,8600000US10975
646924,30124,13090,8600000US13090
646970,3001,12543,8600000US12543
647287,1753,12173,8600000US12173
648616,29952,12203,8600000US12203
649807,60453,10128,8600000US10128
649974,599,12936,8600000US12936
650415,182,13859,8600000US13859
651544,591,14808,8600000US14808
653584,724,13844,8600000US13844
654023,3264,13411,8600000US13411
656098,85871,11355,8600000US11355
656467,14068,11946,8600000US11946
656662,18884,11360,8600000US11360
657006,27232,11104,8600000US11104
657788,30171,11050,8600000US11050
658413,2806,13060,8600000US13060
659429,63767,11213,8600000US11213
660518,3631,13080,8600000US13080
660550,2401,14782,8600000US14782
660701,27,13692,8600000US13692
661550,97,14542,8600000US14542
662549,6175,13108,8600000US13108
664482,24438,12553,8600000US12553
665419,4534,10464,8600000US10464
668243,68853,11209,8600000US11209
669622,1072,12985,8600000US12985
670375,9821,14870,8600000US14870
670409,780,12405,8600000US12405
672110,416,11947,8600000US11947
672535,6371,13865,8600000US13865
673039,21102,10001,8600000US10001
673266,275,14479,8600000US14479
674105,5487,10502,8600000US10502
674187,39553,11801,8600000US11801
674586,522,11970,8600000US11970
675138,277,12725,8600000US12725
675749,67,13847,8600000US13847
676240,59,12858,8600000US12858
676864,11661,10044,8600000US10044
677029,4673,11514,8600000US11514
679229,169,14752,8600000US14752
679453,1189,13464,8600000US13464
680275,150,12812,8600000US12812
681142,43398,12601,8600000US12601
681782,1009,14836,8600000US14836
683109,18787,12477,8600000US12477
684378,36,12911,8600000US12911
685275,2805,13730,8600000US13730
686000,19804,14526,8600000US14526
686378,7823,11557,8600000US11557
686839,697,12187,8600000US12187
688135,11250,10604,8600000US10604
691270,11086,14092,8600000US14092
691700,100820,11373,8600000US11373
691705,173,12407,8600000US12407
694472,432,13861,8600000US13861
694820,8509,12043,8600000US12043
695986,13344,12528,8600000US12528
697095,31924,10022,8600000US10022
697876,509,12517,8600000US12517
698381,3395,10987,8600000US10987
701593,55909,10306,8600000US10306
701997,687,14536,8600000US14536
702570,19850,14830,8600000US14830
703706,520,14816,8600000US14816
704458,60,13362,8600000US13362
706390,60809,11432,8600000US11432
706547,12820,14527,8600000US14527
709814,5818,11971,8600000US11971
710502,25105,11429,8600000US11429
711252,97060,10467,8600000US10467
712251,4518,12790,8600000US12790
713380,277,12416,8600000US12416
713428,2963,12074,8600000US12074
713928,320,14783,8600000US14783
713953,1952,12168,8600000US12168
714610,113,12040,8600000US12040
714907,78895,11221,8600000US11221
716708,929,12950,8600000US12950
717335,1835,12057,8600000US12057
718246,497,12411,8600000US12411
718692,1898,13063,8600000US13063
720206,17962,11030,8600000US11030
720841,3104,14716,8600000US14716
722745,1977,12155,8600000US12155
722954,17045,10603,8600000US10603
723855,42571,14609,8600000US14609
728554,198,12176,8600000US12176
729121,66358,10472,8600000US10472
729177,13897,13207,8600000US13207
729670,2250,13797,8600000US13797
731807,15335,12308,8600000US12308
731911,67970,10463,8600000US10463
732353,1117,14109,8600000US14109
733149,1726,12957,8600000US12957
733245,1049,13321,8600000US13321
733686,26339,10541,8600000US10541
735045,7221,12754,8600000US12754
735297,2672,14471,8600000US14471
735489,28127,11803,8600000US11803
735527,2144,13495,8600000US13495
736105,23616,11552,8600000US11552
737974,1467,14008,8600000US14008
742049,78309,10453,8600000US10453
744638,2148,12910,8600000US12910
745462,460,13437,8600000US13437
746051,602,13672,8600000US13672
746340,29150,11725,8600000US11725
750547,919,14825,8600000US14825
750997,13383,10980,8600000US10980
752626,3663,12865,8600000US12865
752763,15072,14048,8600000US14048
752913,7148,12184,8600000US12184
753248,584,12045,8600000US12045
754294,1634,12496,8600000US12496
755561,9392,14031,8600000US14031
755712,939,11959,8600000US11959
756797,498,12857,8600000US12857
757268,305,13846,8600000US13846
757476,19533,14051,8600000US14051
758749,2086,12996,8600000US12996
759649,29961,14127,8600000US14127
760699,1745,14818,8600000US14818
760995,28534,14616,8600000US14616
762170,12540,12586,8600000US12586
762351,1986,11941,8600000US11941
764203,8153,13732,8600000US13732
764749,1351,14507,8600000US14507
766664,16646,13676,8600000US13676
766757,0,11351,8600000US11351
767762,22431,14216,8600000US14216
767828,6200,12822,8600000US12822
771331,2356,13042,8600000US13042
771531,1668,12783,8600000US12783
773386,663,13155,8600000US13155
773713,339,12422,8600000US12422
774322,1838,12789,8600000US12789
775050,101572,11226,8600000US11226
778197,57311,10460,8600000US10460
778888,98592,11385,8600000US11385
779228,12356,14810,8600000US14810
780504,1559,10922,8600000US10922
780571,224,12927,8600000US12927
781599,2297,12775,8600000US12775
782724,243,13364,8600000US13364
786072,25120,10710,8600000US10710
789131,695,13842,8600000US13842
789851,151,14774,8600000US14774
793595,499,12147,8600000US12147
795976,635,11958,8600000US11958
800782,30041,14626,8600000US14626
800861,646,12942,8600000US12942
802206,9988,10510,8600000US10510
